TYPE;Model;BETA;J_adv-ratio;V_mph;Efficiency;Ct;Cp;PWR_Hp;Torque_In-Lbf;Thrust_Lbf;DIAMETER_IN;Ct*;Cp*
APC MR;APC MR;0.305555556;0.32;16.2;0.6406;0.0425;0.021;0.086;1.811;1.279;18;0.042987132;0.021522988
APC MR;APC MR;0.305555556;0.34;17.1;0.6541;0.0393;0.0202;0.083;1.738;1.184;18;0.039466827;0.020422715
APC MR;APC MR;0.305555556;0.35;18.1;0.6645;0.0361;0.0192;0.079;1.657;1.086;18;0.037659659;0.019835529
APC MR;APC MR;0.305555556;0.37;19;0.6714;0.0328;0.0182;0.075;1.567;0.986;18;0.03395192;0.018587057
APC MR;APC MR;0.305555556;0.39;20;0.6738;0.0294;0.017;0.07;1.47;0.884;18;0.030120487;0.017239785
APC MR;APC MR;0.305555556;0.41;21;0.6708;0.0259;0.0158;0.065;1.364;0.779;18;0.026166371;0.015793713
APC MR;APC MR;0.305555556;0.43;21.9;0.6602;0.0224;0.0145;0.06;1.251;0.673;18;0.022090581;0.01424884
APC MR;APC MR;0.305555556;0.45;22.9;0.6386;0.0188;0.0131;0.054;1.134;0.565;18;0.017894127;0.012605168
APC MR;APC MR;0.305555556;0.47;23.8;0.6012;0.0151;0.0117;0.048;1.011;0.455;18;0.01357802;0.010862696
APC MR;APC MR;0.305555556;0.48;24.8;0.5401;0.0114;0.0102;0.042;0.883;0.344;18;0.011375411;0.00995441
APC MR;APC MR;0.305555556;0.5;25.7;0.4413;0.0077;0.0087;0.036;0.752;0.23;18;0.006881717;0.008063738
APC MR;APC MR;0.305555556;0.52;26.7;0.2779;0.0038;0.0072;0.029;0.619;0.115;18;0.002270892;0.006074265
APC MR;APC MR;0.305555556;0.54;27.6;0.0052;0.0001;0.0056;0.023;0.486;0.002;18;-0.002456051;0.003985993
APC MR;APC MR;0.305555556;0;0;0;0.0848;0.0269;0.262;4.127;4.536;18;0.081459564;0.025690543
APC MR;APC MR;0.305555556;0.02;1.3;0.0576;0.083;0.0268;0.26;4.101;4.441;18;0.080079943;0.026171071
APC MR;APC MR;0.305555556;0.04;2.5;0.1134;0.0811;0.0266;0.259;4.075;4.341;18;0.078558956;0.026552799
APC MR;APC MR;0.305555556;0.06;3.8;0.1671;0.0792;0.0264;0.257;4.048;4.236;18;0.076897611;0.026835726
APC MR;APC MR;0.305555556;0.07;5.1;0.2186;0.0771;0.0262;0.255;4.019;4.126;18;0.076014621;0.02694014
APC MR;APC MR;0.305555556;0.09;6.3;0.2678;0.075;0.026;0.253;3.988;4.012;18;0.074144634;0.027074868
APC MR;APC MR;0.305555556;0.11;7.6;0.3145;0.0728;0.0258;0.251;3.953;3.893;18;0.072136814;0.027110796
APC MR;APC MR;0.305555556;0.13;8.9;0.3588;0.0704;0.0255;0.248;3.913;3.768;18;0.069992172;0.027047924
APC MR;APC MR;0.305555556;0.15;10.1;0.4003;0.068;0.0253;0.246;3.871;3.639;18;0.067711717;0.026886252
APC MR;APC MR;0.305555556;0.17;11.4;0.4394;0.0655;0.0249;0.243;3.821;3.505;18;0.06529646;0.026625779
APC MR;APC MR;0.305555556;0.19;12.7;0.4759;0.0629;0.0246;0.239;3.765;3.367;18;0.06274741;0.026266507
APC MR;APC MR;0.305555556;0.2;13.9;0.5101;0.0603;0.0242;0.235;3.703;3.226;18;0.061423028;0.026049821
APC MR;APC MR;0.305555556;0.22;15.2;0.5419;0.0576;0.0237;0.23;3.63;3.079;18;0.058675182;0.025542349
APC MR;APC MR;0.305555556;0.24;16.5;0.5711;0.0548;0.0232;0.225;3.55;2.93;18;0.055796069;0.024936077
APC MR;APC MR;0.305555556;0.26;17.7;0.5979;0.0519;0.0226;0.22;3.46;2.777;18;0.052786697;0.024231004
APC MR;APC MR;0.305555556;0.28;19;0.6223;0.0489;0.0219;0.213;3.36;2.619;18;0.049648077;0.023427132
APC MR;APC MR;0.305555556;0.3;20.3;0.6443;0.0459;0.0212;0.206;3.248;2.457;18;0.046381219;0.02252446
APC MR;APC MR;0.305555556;0.32;21.5;0.6634;0.0428;0.0204;0.198;3.125;2.291;18;0.042987132;0.021522988
APC MR;APC MR;0.305555556;0.33;22.8;0.6792;0.0397;0.0195;0.19;2.993;2.122;18;0.041242694;0.020985202
APC MR;APC MR;0.305555556;0.35;24.1;0.6919;0.0364;0.0186;0.181;2.847;1.948;18;0.037659659;0.019835529
APC MR;APC MR;0.305555556;0.37;25.3;0.7011;0.0331;0.0175;0.171;2.687;1.77;18;0.03395192;0.018587057
APC MR;APC MR;0.305555556;0.39;26.6;0.7057;0.0297;0.0164;0.16;2.514;1.587;18;0.030120487;0.017239785
APC MR;APC MR;0.305555556;0.41;27.9;0.7047;0.0262;0.0152;0.148;2.327;1.4;18;0.026166371;0.015793713
APC MR;APC MR;0.305555556;0.43;29.1;0.6958;0.0226;0.0139;0.135;2.128;1.21;18;0.022090581;0.01424884
APC MR;APC MR;0.305555556;0.45;30.4;0.6754;0.019;0.0125;0.122;1.922;1.016;18;0.017894127;0.012605168
APC MR;APC MR;0.305555556;0.46;31.7;0.639;0.0153;0.0111;0.108;1.705;0.819;18;0.015750967;0.011746282
APC MR;APC MR;0.305555556;0.48;32.9;0.5779;0.0115;0.0097;0.094;1.479;0.618;18;0.011375411;0.00995441
APC MR;APC MR;0.305555556;0.5;34.2;0.4771;0.0077;0.0081;0.079;1.247;0.414;18;0.006881717;0.008063738
APC MR;APC MR;0.305555556;0.52;35.5;0.3062;0.0039;0.0066;0.064;1.013;0.208;18;0.002270892;0.006074265
APC MR;APC MR;0.305555556;0.54;36.7;0.0026;0;0.0051;0.049;0.779;0.001;18;-0.002456051;0.003985993
APC MR;APC MR;0.305555556;0;0;0;0.0857;0.0274;0.521;6.563;7.162;18;0.081459564;0.025690543
APC MR;APC MR;0.305555556;0.02;1.6;0.0577;0.0838;0.0271;0.515;6.486;7.008;18;0.080079943;0.026171071
APC MR;APC MR;0.305555556;0.04;3.2;0.114;0.0819;0.0268;0.509;6.415;6.848;18;0.078558956;0.026552799
APC MR;APC MR;0.305555556;0.06;4.8;0.1686;0.0799;0.0265;0.504;6.347;6.679;18;0.076897611;0.026835726
APC MR;APC MR;0.305555556;0.07;6.4;0.2212;0.0778;0.0262;0.498;6.281;6.504;18;0.076014621;0.02694014
APC MR;APC MR;0.305555556;0.09;7.9;0.2716;0.0756;0.0259;0.493;6.213;6.32;18;0.074144634;0.027074868
APC MR;APC MR;0.305555556;0.11;9.5;0.3197;0.0733;0.0257;0.487;6.143;6.129;18;0.072136814;0.027110796
APC MR;APC MR;0.305555556;0.13;11.1;0.3652;0.0709;0.0253;0.482;6.071;5.931;18;0.069992172;0.027047924
APC MR;APC MR;0.305555556;0.15;12.7;0.408;0.0685;0.025;0.475;5.993;5.724;18;0.067711717;0.026886252
APC MR;APC MR;0.305555556;0.17;14.3;0.4482;0.0659;0.0247;0.469;5.911;5.512;18;0.06529646;0.026625779
APC MR;APC MR;0.305555556;0.19;15.9;0.4859;0.0633;0.0243;0.462;5.819;5.294;18;0.06274741;0.026266507
APC MR;APC MR;0.305555556;0.21;17.5;0.5213;0.0606;0.0239;0.453;5.713;5.07;18;0.060065577;0.025808435
APC MR;APC MR;0.305555556;0.22;19.1;0.5543;0.0579;0.0234;0.444;5.595;4.84;18;0.058675182;0.025542349
APC MR;APC MR;0.305555556;0.24;20.7;0.585;0.0551;0.0228;0.433;5.463;4.603;18;0.055796069;0.024936077
APC MR;APC MR;0.305555556;0.26;22.2;0.6133;0.0522;0.0222;0.422;5.316;4.361;18;0.052786697;0.024231004
APC MR;APC MR;0.305555556;0.28;23.8;0.6393;0.0492;0.0215;0.409;5.152;4.111;18;0.049648077;0.023427132
APC MR;APC MR;0.305555556;0.3;25.4;0.6627;0.0461;0.0208;0.394;4.971;3.856;18;0.046381219;0.02252446
APC MR;APC MR;0.305555556;0.32;27;0.6835;0.043;0.0199;0.379;4.773;3.593;18;0.042987132;0.021522988
APC MR;APC MR;0.305555556;0.34;28.6;0.7011;0.0398;0.019;0.362;4.557;3.324;18;0.039466827;0.020422715
APC MR;APC MR;0.305555556;0.35;30.2;0.7157;0.0365;0.018;0.343;4.322;3.049;18;0.037659659;0.019835529
APC MR;APC MR;0.305555556;0.37;31.8;0.7266;0.0331;0.017;0.323;4.065;2.766;18;0.03395192;0.018587057
APC MR;APC MR;0.305555556;0.39;33.4;0.7328;0.0296;0.0158;0.301;3.791;2.477;18;0.030120487;0.017239785
APC MR;APC MR;0.305555556;0.41;35;0.733;0.0261;0.0146;0.277;3.496;2.182;18;0.026166371;0.015793713
APC MR;APC MR;0.305555556;0.43;36.5;0.7251;0.0225;0.0133;0.253;3.186;1.881;18;0.022090581;0.01424884
APC MR;APC MR;0.305555556;0.45;38.1;0.7046;0.0188;0.012;0.227;2.866;1.575;18;0.017894127;0.012605168
APC MR;APC MR;0.305555556;0.47;39.7;0.6678;0.0151;0.0106;0.201;2.531;1.266;18;0.01357802;0.010862696
APC MR;APC MR;0.305555556;0.48;41.3;0.6055;0.0114;0.0091;0.174;2.188;0.954;18;0.011375411;0.00995441
APC MR;APC MR;0.305555556;0.5;42.9;0.501;0.0076;0.0077;0.146;1.834;0.637;18;0.006881717;0.008063738
APC MR;APC MR;0.305555556;0.52;44.5;0.322;0.0038;0.0062;0.117;1.48;0.319;18;0.002270892;0.006074265
APC MR;APC MR;0.305555556;0.54;46.1;0.0046;0;0.0047;0.09;1.133;0.003;18;-0.002456051;0.003985993
APC MR;APC MR;0.346153846;0;0;0;0.0901;0.0314;0.007;0.232;0.323;13;0.089773407;0.029536414
APC MR;APC MR;0.346153846;0.02;0.5;0.0568;0.0885;0.0316;0.007;0.233;0.317;13;0.08839682;0.030078237
APC MR;APC MR;0.346153846;0.04;1;0.1109;0.0867;0.0316;0.007;0.234;0.311;13;0.086884931;0.030521261
APC MR;APC MR;0.346153846;0.06;1.5;0.1624;0.0847;0.0317;0.007;0.234;0.304;13;0.085238752;0.030865484
APC MR;APC MR;0.346153846;0.08;2;0.2112;0.0827;0.0317;0.007;0.234;0.296;13;0.083459291;0.031110907
APC MR;APC MR;0.346153846;0.1;2.5;0.2574;0.0806;0.0317;0.007;0.234;0.289;13;0.081547558;0.03125753
APC MR;APC MR;0.346153846;0.12;3;0.3007;0.0783;0.0316;0.007;0.234;0.281;13;0.079504565;0.031305353
APC MR;APC MR;0.346153846;0.14;3.5;0.3413;0.0759;0.0315;0.007;0.233;0.272;13;0.077331319;0.031254376
APC MR;APC MR;0.346153846;0.16;4;0.3791;0.0734;0.0314;0.007;0.232;0.263;13;0.075028832;0.031104599
APC MR;APC MR;0.346153846;0.18;4.5;0.414;0.0708;0.0312;0.007;0.23;0.254;13;0.072598114;0.030856022
APC MR;APC MR;0.346153846;0.2;5;0.4461;0.0681;0.0309;0.007;0.228;0.244;13;0.070040173;0.030508645
APC MR;APC MR;0.346153846;0.22;5.5;0.4754;0.0653;0.0306;0.007;0.226;0.234;13;0.067356021;0.030062468
APC MR;APC MR;0.346153846;0.24;6;0.5021;0.0624;0.0302;0.007;0.223;0.224;13;0.064546666;0.029517491
APC MR;APC MR;0.346153846;0.26;6.5;0.5261;0.0594;0.0297;0.007;0.22;0.213;13;0.06161312;0.028873714
APC MR;APC MR;0.346153846;0.28;7;0.5477;0.0564;0.0292;0.007;0.215;0.202;13;0.058556391;0.028131137
APC MR;APC MR;0.346153846;0.3;7.4;0.5671;0.0533;0.0286;0.007;0.211;0.191;13;0.055377491;0.027289761
APC MR;APC MR;0.346153846;0.32;7.9;0.5843;0.0503;0.0279;0.007;0.206;0.18;13;0.052077428;0.026349584
APC MR;APC MR;0.346153846;0.34;8.4;0.5992;0.0471;0.0271;0.006;0.2;0.169;13;0.048657212;0.025310607
APC MR;APC MR;0.346153846;0.36;8.9;0.6116;0.0437;0.0261;0.006;0.192;0.157;13;0.045117855;0.02417283
APC MR;APC MR;0.346153846;0.38;9.4;0.622;0.0403;0.0249;0.006;0.184;0.144;13;0.041460364;0.022936253
APC MR;APC MR;0.346153846;0.4;9.9;0.6297;0.0367;0.0236;0.006;0.174;0.131;13;0.037685751;0.021600876
APC MR;APC MR;0.346153846;0.43;10.4;0.6342;0.033;0.0221;0.005;0.163;0.118;13;0.031806437;0.019412561
APC MR;APC MR;0.346153846;0.45;10.9;0.6347;0.0292;0.0205;0.005;0.151;0.105;13;0.027743436;0.017830184
APC MR;APC MR;0.346153846;0.47;11.4;0.6294;0.0253;0.0187;0.004;0.138;0.091;13;0.023566847;0.016149007
APC MR;APC MR;0.346153846;0.49;11.9;0.6161;0.0213;0.0168;0.004;0.124;0.076;13;0.01927768;0.01436903
APC MR;APC MR;0.346153846;0.51;12.4;0.5906;0.0173;0.0148;0.003;0.109;0.062;13;0.014876945;0.012490253
APC MR;APC MR;0.346153846;0.53;12.9;0.5446;0.0131;0.0126;0.003;0.093;0.047;13;0.010365652;0.010512676
APC MR;APC MR;0.346153846;0.55;13.4;0.4586;0.0088;0.0105;0.002;0.077;0.032;13;0.005744811;0.008436299
APC MR;APC MR;0.346153846;0.57;13.9;0.2998;0.0044;0.0084;0.002;0.062;0.016;13;0.001015431;0.006261122
APC MR;APC MR;0.346153846;0.59;14.4;0.002;0;0.0063;0.001;0.046;0;13;-0.003821476;0.003987145
APC MR;APC MR;0.346153846;0;0;0;0.09;0.0313;0.025;0.521;0.725;13;0.089773407;0.029536414
APC MR;APC MR;0.346153846;0.02;0.7;0.0563;0.0883;0.0315;0.025;0.523;0.712;13;0.08839682;0.030078237
APC MR;APC MR;0.346153846;0.04;1.5;0.11;0.0865;0.0316;0.025;0.524;0.698;13;0.086884931;0.030521261
APC MR;APC MR;0.346153846;0.06;2.2;0.1612;0.0846;0.0316;0.025;0.525;0.682;13;0.085238752;0.030865484
APC MR;APC MR;0.346153846;0.08;3;0.2096;0.0826;0.0316;0.025;0.526;0.666;13;0.083459291;0.031110907
APC MR;APC MR;0.346153846;0.1;3.7;0.2554;0.0805;0.0316;0.025;0.526;0.649;13;0.081547558;0.03125753
APC MR;APC MR;0.346153846;0.12;4.4;0.2985;0.0783;0.0316;0.025;0.525;0.631;13;0.079504565;0.031305353
APC MR;APC MR;0.346153846;0.14;5.2;0.3388;0.0759;0.0315;0.025;0.523;0.612;13;0.077331319;0.031254376
APC MR;APC MR;0.346153846;0.16;5.9;0.3764;0.0735;0.0313;0.025;0.521;0.593;13;0.075028832;0.031104599
APC MR;APC MR;0.346153846;0.18;6.6;0.4112;0.0709;0.0312;0.025;0.518;0.572;13;0.072598114;0.030856022
APC MR;APC MR;0.346153846;0.2;7.4;0.4432;0.0683;0.0309;0.024;0.514;0.55;13;0.070040173;0.030508645
APC MR;APC MR;0.346153846;0.22;8.1;0.4725;0.0655;0.0306;0.024;0.508;0.528;13;0.067356021;0.030062468
APC MR;APC MR;0.346153846;0.24;8.9;0.4993;0.0627;0.0302;0.024;0.502;0.505;13;0.064546666;0.029517491
APC MR;APC MR;0.346153846;0.26;9.6;0.5234;0.0597;0.0298;0.024;0.495;0.481;13;0.06161312;0.028873714
APC MR;APC MR;0.346153846;0.28;10.3;0.5451;0.0567;0.0292;0.023;0.485;0.457;13;0.058556391;0.028131137
APC MR;APC MR;0.346153846;0.3;11.1;0.5644;0.0536;0.0286;0.023;0.475;0.432;13;0.055377491;0.027289761
APC MR;APC MR;0.346153846;0.32;11.8;0.5813;0.0504;0.0278;0.022;0.462;0.406;13;0.052077428;0.026349584
APC MR;APC MR;0.346153846;0.34;12.5;0.5959;0.0471;0.0269;0.021;0.448;0.38;13;0.048657212;0.025310607
APC MR;APC MR;0.346153846;0.36;13.3;0.6084;0.0437;0.0259;0.021;0.431;0.352;13;0.045117855;0.02417283
APC MR;APC MR;0.346153846;0.38;14;0.6186;0.0401;0.0247;0.02;0.411;0.324;13;0.041460364;0.022936253
APC MR;APC MR;0.346153846;0.4;14.8;0.6263;0.0365;0.0234;0.019;0.389;0.295;13;0.037685751;0.021600876
APC MR;APC MR;0.346153846;0.42;15.5;0.6307;0.0328;0.0219;0.017;0.365;0.265;13;0.033795026;0.020166699
APC MR;APC MR;0.346153846;0.44;16.2;0.6309;0.029;0.0203;0.016;0.337;0.234;13;0.029789198;0.018633722
APC MR;APC MR;0.346153846;0.46;17;0.6256;0.0251;0.0185;0.015;0.307;0.202;13;0.025669276;0.017001945
APC MR;APC MR;0.346153846;0.48;17.7;0.6119;0.0211;0.0166;0.013;0.276;0.17;13;0.021436272;0.015271368
APC MR;APC MR;0.346153846;0.5;18.5;0.5851;0.017;0.0146;0.012;0.242;0.137;13;0.017091195;0.013441991
APC MR;APC MR;0.346153846;0.52;19.2;0.5369;0.0128;0.0124;0.01;0.207;0.103;13;0.012635055;0.011513814
APC MR;APC MR;0.346153846;0.54;19.9;0.45;0.0086;0.0103;0.008;0.172;0.069;13;0.008068862;0.009486837
APC MR;APC MR;0.346153846;0.56;20.7;0.2931;0.0043;0.0082;0.007;0.137;0.035;13;0.003393625;0.007361061
APC MR;APC MR;0.346153846;0.58;21.4;0.0054;0.0001;0.0061;0.005;0.102;0;13;-0.001389644;0.005136484
APC MR;APC MR;0.346153846;0;0;0;0.0901;0.0306;0.057;0.905;1.292;13;0.089773407;0.029536414
APC MR;APC MR;0.346153846;0.02;1;0.0576;0.0884;0.0308;0.058;0.909;1.268;13;0.08839682;0.030078237
APC MR;APC MR;0.346153846;0.04;2;0.1125;0.0866;0.0308;0.058;0.911;1.242;13;0.086884931;0.030521261
APC MR;APC MR;0.346153846;0.06;2.9;0.1648;0.0847;0.0309;0.058;0.913;1.215;13;0.085238752;0.030865484
APC MR;APC MR;0.346153846;0.08;3.9;0.2144;0.0827;0.0309;0.058;0.913;1.186;13;0.083459291;0.031110907
APC MR;APC MR;0.346153846;0.1;4.9;0.2613;0.0806;0.0309;0.058;0.912;1.155;13;0.081547558;0.03125753
APC MR;APC MR;0.346153846;0.12;5.9;0.3056;0.0784;0.0308;0.058;0.91;1.123;13;0.079504565;0.031305353
APC MR;APC MR;0.346153846;0.14;6.9;0.3473;0.076;0.0307;0.058;0.906;1.089;13;0.077331319;0.031254376
APC MR;APC MR;0.346153846;0.16;7.9;0.3862;0.0735;0.0305;0.057;0.901;1.054;13;0.075028832;0.031104599
APC MR;APC MR;0.346153846;0.18;8.8;0.4224;0.071;0.0303;0.057;0.894;1.017;13;0.072598114;0.030856022
APC MR;APC MR;0.346153846;0.2;9.8;0.456;0.0683;0.03;0.056;0.885;0.978;13;0.070040173;0.030508645
APC MR;APC MR;0.346153846;0.22;10.8;0.4869;0.0655;0.0296;0.056;0.875;0.938;13;0.067356021;0.030062468
APC MR;APC MR;0.346153846;0.24;11.8;0.5153;0.0626;0.0292;0.055;0.862;0.897;13;0.064546666;0.029517491
APC MR;APC MR;0.346153846;0.26;12.8;0.5412;0.0596;0.0287;0.054;0.847;0.854;13;0.06161312;0.028873714
APC MR;APC MR;0.346153846;0.28;13.7;0.5645;0.0565;0.0281;0.053;0.829;0.81;13;0.058556391;0.028131137
APC MR;APC MR;0.346153846;0.3;14.7;0.5852;0.0534;0.0274;0.051;0.809;0.765;13;0.055377491;0.027289761
APC MR;APC MR;0.346153846;0.32;15.7;0.6035;0.0502;0.0266;0.05;0.786;0.719;13;0.052077428;0.026349584
APC MR;APC MR;0.346153846;0.34;16.7;0.6195;0.0468;0.0257;0.048;0.76;0.671;13;0.048657212;0.025310607
APC MR;APC MR;0.346153846;0.36;17.7;0.6331;0.0434;0.0247;0.046;0.729;0.621;13;0.045117855;0.02417283
APC MR;APC MR;0.346153846;0.38;18.7;0.6439;0.0398;0.0235;0.044;0.695;0.571;13;0.041460364;0.022936253
APC MR;APC MR;0.346153846;0.4;19.6;0.6515;0.0362;0.0222;0.042;0.657;0.518;13;0.037685751;0.021600876
APC MR;APC MR;0.346153846;0.42;20.6;0.6558;0.0324;0.0208;0.039;0.614;0.465;13;0.033795026;0.020166699
APC MR;APC MR;0.346153846;0.44;21.6;0.6555;0.0286;0.0192;0.036;0.568;0.41;13;0.029789198;0.018633722
APC MR;APC MR;0.346153846;0.46;22.6;0.6492;0.0247;0.0175;0.033;0.518;0.355;13;0.025669276;0.017001945
APC MR;APC MR;0.346153846;0.48;23.6;0.6338;0.0208;0.0158;0.03;0.466;0.298;13;0.021436272;0.015271368
APC MR;APC MR;0.346153846;0.5;24.6;0.6037;0.0168;0.0139;0.026;0.41;0.24;13;0.017091195;0.013441991
APC MR;APC MR;0.346153846;0.52;25.5;0.5503;0.0127;0.012;0.022;0.354;0.181;13;0.012635055;0.011513814
APC MR;APC MR;0.346153846;0.54;26.5;0.458;0.0085;0.01;0.019;0.296;0.122;13;0.008068862;0.009486837
APC MR;APC MR;0.346153846;0.56;27.5;0.2963;0.0043;0.008;0.015;0.238;0.061;13;0.003393625;0.007361061
APC MR;APC MR;0.346153846;0.58;28.5;0.0049;0.0001;0.0061;0.011;0.18;0.001;13;-0.001389644;0.005136484
APC MR;APC MR;0.346153846;0;0;0;0.0904;0.0299;0.11;1.381;2.024;13;0.089773407;0.029536414
APC MR;APC MR;0.346153846;0.02;1.2;0.0589;0.0887;0.03;0.11;1.387;1.987;13;0.08839682;0.030078237
APC MR;APC MR;0.346153846;0.04;2.4;0.1152;0.0869;0.0301;0.11;1.39;1.946;13;0.086884931;0.030521261
APC MR;APC MR;0.346153846;0.06;3.7;0.1687;0.085;0.0302;0.11;1.392;1.904;13;0.085238752;0.030865484
APC MR;APC MR;0.346153846;0.08;4.9;0.2196;0.083;0.0302;0.11;1.392;1.858;13;0.083459291;0.031110907
APC MR;APC MR;0.346153846;0.1;6.1;0.2679;0.0808;0.0301;0.11;1.39;1.811;13;0.081547558;0.03125753
APC MR;APC MR;0.346153846;0.12;7.3;0.3135;0.0786;0.03;0.11;1.386;1.76;13;0.079504565;0.031305353
APC MR;APC MR;0.346153846;0.14;8.6;0.3566;0.0762;0.0299;0.109;1.379;1.708;13;0.077331319;0.031254376
APC MR;APC MR;0.346153846;0.16;9.8;0.3971;0.0738;0.0297;0.109;1.369;1.652;13;0.075028832;0.031104599
APC MR;APC MR;0.346153846;0.18;11;0.435;0.0712;0.0294;0.108;1.357;1.594;13;0.072598114;0.030856022
APC MR;APC MR;0.346153846;0.2;12.2;0.4703;0.0684;0.029;0.106;1.341;1.533;13;0.070040173;0.030508645
APC MR;APC MR;0.346153846;0.22;13.5;0.5031;0.0656;0.0286;0.105;1.322;1.47;13;0.067356021;0.030062468
APC MR;APC MR;0.346153846;0.24;14.7;0.5335;0.0627;0.0282;0.103;1.3;1.405;13;0.064546666;0.029517491
APC MR;APC MR;0.346153846;0.26;15.9;0.5614;0.0597;0.0276;0.101;1.274;1.337;13;0.06161312;0.028873714
APC MR;APC MR;0.346153846;0.28;17.1;0.5866;0.0566;0.027;0.099;1.245;1.268;13;0.058556391;0.028131137
APC MR;APC MR;0.346153846;0.3;18.4;0.6091;0.0534;0.0263;0.096;1.212;1.197;13;0.055377491;0.027289761
APC MR;APC MR;0.346153846;0.32;19.6;0.6292;0.0502;0.0255;0.093;1.176;1.124;13;0.052077428;0.026349584
APC MR;APC MR;0.346153846;0.34;20.8;0.6467;0.0468;0.0246;0.09;1.134;1.049;13;0.048657212;0.025310607
APC MR;APC MR;0.346153846;0.36;22;0.6616;0.0434;0.0236;0.086;1.087;0.972;13;0.045117855;0.02417283
APC MR;APC MR;0.346153846;0.38;23.3;0.6731;0.0399;0.0225;0.082;1.037;0.893;13;0.041460364;0.022936253
APC MR;APC MR;0.346153846;0.4;24.5;0.681;0.0362;0.0212;0.078;0.981;0.812;13;0.037685751;0.021600876
APC MR;APC MR;0.346153846;0.42;25.7;0.6853;0.0325;0.0199;0.073;0.919;0.729;13;0.033795026;0.020166699
APC MR;APC MR;0.346153846;0.44;26.9;0.6848;0.0287;0.0184;0.067;0.851;0.644;13;0.029789198;0.018633722
APC MR;APC MR;0.346153846;0.46;28.1;0.6775;0.0248;0.0168;0.062;0.777;0.557;13;0.025669276;0.017001945
APC MR;APC MR;0.346153846;0.48;29.4;0.6603;0.0209;0.0151;0.055;0.699;0.468;13;0.021436272;0.015271368
APC MR;APC MR;0.346153846;0.5;30.6;0.6272;0.0168;0.0134;0.049;0.618;0.377;13;0.017091195;0.013441991
APC MR;APC MR;0.346153846;0.52;31.8;0.57;0.0127;0.0116;0.042;0.534;0.285;13;0.012635055;0.011513814
APC MR;APC MR;0.346153846;0.54;33;0.4731;0.0085;0.0097;0.036;0.448;0.191;13;0.008068862;0.009486837
APC MR;APC MR;0.346153846;0.56;34.3;0.3054;0.0043;0.0078;0.029;0.36;0.096;13;0.003393625;0.007361061
APC MR;APC MR;0.346153846;0.58;35.5;0.0028;0;0.0059;0.022;0.274;0.001;13;-0.001389644;0.005136484
APC MR;APC MR;0.346153846;0;0;0;0.0909;0.0302;0.191;2.006;2.933;13;0.089773407;0.029536414
APC MR;APC MR;0.346153846;0.02;1.5;0.0591;0.0892;0.0302;0.191;2.005;2.878;13;0.08839682;0.030078237
APC MR;APC MR;0.346153846;0.04;2.9;0.1158;0.0874;0.0301;0.191;2.003;2.819;13;0.086884931;0.030521261
APC MR;APC MR;0.346153846;0.06;4.4;0.1702;0.0855;0.0301;0.19;2;2.757;13;0.085238752;0.030865484
APC MR;APC MR;0.346153846;0.08;5.9;0.222;0.0834;0.03;0.19;1.995;2.69;13;0.083459291;0.031110907
APC MR;APC MR;0.346153846;0.1;7.3;0.2713;0.0812;0.0299;0.189;1.987;2.62;13;0.081547558;0.03125753
APC MR;APC MR;0.346153846;0.12;8.8;0.3181;0.079;0.0297;0.188;1.977;2.547;13;0.079504565;0.031305353
APC MR;APC MR;0.346153846;0.14;10.3;0.3624;0.0766;0.0295;0.187;1.963;2.469;13;0.077331319;0.031254376
APC MR;APC MR;0.346153846;0.16;11.8;0.404;0.0741;0.0293;0.185;1.946;2.388;13;0.075028832;0.031104599
APC MR;APC MR;0.346153846;0.18;13.2;0.4431;0.0714;0.029;0.183;1.925;2.303;13;0.072598114;0.030856022
APC MR;APC MR;0.346153846;0.2;14.7;0.4796;0.0687;0.0286;0.181;1.9;2.215;13;0.070040173;0.030508645
APC MR;APC MR;0.346153846;0.22;16.2;0.5136;0.0658;0.0281;0.178;1.871;2.123;13;0.067356021;0.030062468
APC MR;APC MR;0.346153846;0.24;17.6;0.5452;0.0629;0.0276;0.175;1.837;2.028;13;0.064546666;0.029517491
APC MR;APC MR;0.346153846;0.26;19.1;0.5744;0.0599;0.027;0.171;1.798;1.93;13;0.06161312;0.028873714
APC MR;APC MR;0.346153846;0.28;20.6;0.6008;0.0567;0.0264;0.167;1.755;1.83;13;0.058556391;0.028131137
APC MR;APC MR;0.346153846;0.3;22;0.6246;0.0535;0.0257;0.162;1.707;1.727;13;0.055377491;0.027289761
APC MR;APC MR;0.346153846;0.32;23.5;0.6458;0.0503;0.0249;0.157;1.653;1.621;13;0.052077428;0.026349584
APC MR;APC MR;0.346153846;0.34;25;0.6646;0.0469;0.0239;0.152;1.592;1.512;13;0.048657212;0.025310607
APC MR;APC MR;0.346153846;0.36;26.4;0.6806;0.0434;0.0229;0.145;1.524;1.401;13;0.045117855;0.02417283
APC MR;APC MR;0.346153846;0.38;27.9;0.6928;0.0399;0.0218;0.138;1.452;1.287;13;0.041460364;0.022936253
APC MR;APC MR;0.346153846;0.4;29.4;0.7014;0.0363;0.0206;0.131;1.372;1.169;13;0.037685751;0.021600876
APC MR;APC MR;0.346153846;0.42;30.9;0.7064;0.0325;0.0193;0.122;1.284;1.049;13;0.033795026;0.020166699
APC MR;APC MR;0.346153846;0.44;32.3;0.7062;0.0287;0.0179;0.113;1.188;0.926;13;0.029789198;0.018633722
