TYPE;Model;Voltage_V;Capacity_mAh;Discharge_Rate_C;Max_Burst_Discharge_Rate_C;Max_burst_current_A;Energy_density_Wh_kg;Imax_A;Pmax_W_kg;Pvol_Wh_m3;Weight_kg;Volume_cm3;Energy_kJ;Capacity_As;n_series;n_parallel
RAMPAGE;TP870-4SR70;14.8;6090;70;140;121.8;127.4851485;852.6;17847.92079;256391.8757;0.7070000000000001;351.53999999999996;324.4752;21924.0;1;7
RAMPAGE;TP1300-2SR70;7.4;9100;70;140;182.0;130.0;1274.0;18200.0;267222.2222;0.518;252.0;242.42399999999998;32760.0;1;7
RAMPAGE;TP1300-3SR70;11.1;9100;70;140;182.0;132.3853211;1274.0;18533.94495;282941.1765;0.763;357.0;363.636;32760.0;1;7
RAMPAGE;TP1800-3SR70;11.1;12600;70;140;252.0;133.2;1764.0;18648.0;280303.0303;1.05;498.96000000000004;503.496;45360.0;1;7
RAMPAGE;TP1800-4SR70;14.8;12600;70;140;252.0;135.9183673;1764.0;19028.57143;289345.0635;1.372;644.49;671.328;45360.0;1;7
RAMPAGE;TP1800-5SR70;18.5;12600;70;140;252.0;136.4754098;1764.0;19106.55738;295055.8214;1.708;790.02;839.16;45360.0;1;7
RAMPAGE;TP1800-6SR70;22.2;12600;70;140;252.0;137.3195876;1764.0;19224.74227;292490.1186;2.037;956.34;1006.992;45360.0;1;7
RAMPAGE;TP2250-2SR70;7.4;15750;70;140;315.0;139.9159664;2205.0;19588.23529;266724.3368;0.833;436.968;419.58;56700.0;1;7
RAMPAGE;TP2250-4SR70;14.8;15750;70;140;315.0;141.1016949;2205.0;19754.23729;274345.0321;1.652;849.66;839.16;56700.0;1;7
RAMPAGE;TP2700-3SR70;11.1;18900;70;140;378.0;138.75;2646.0;19425.0;297853.3095;1.512;704.34;755.2439999999999;68040.0;1;7
RAMPAGE;TP3300-6SR70;22.2;23100;70;140;462.0;142.2524272;3234.0;19915.33981;302078.1791;3.605;1697.64;1846.152;83160.0;1;7
RAMPAGE;TP3300-3SR70;11.1;23100;70;140;462.0;137.7067669;3234.0;19278.94737;302078.1791;1.862;848.82;923.076;83160.0;1;7
RAMPAGE;TP3300-10SR70;37.0;23100;70;140;462.0;142.1420256;3234.0;19899.88359;305129.4739;6.013;2801.106;3076.92;83160.0;1;7
RAMPAGE;TP3850-3SR70;11.1;24500;70;140;539.0;125.3225806;3430.0;17545.16129;266592.556;2.17;1020.096;979.0200000000001;88200.0;1;7
RAMPAGE;TP3850-7SR70;25.9;26950;70;140;539.0;142.45;3773.0;19943.0;304112.9898;4.8999999999999995;2295.216;2512.8179999999998;97020.0;1;7
RAMPAGE;TP4400-2SR70;7.4;30800;70;140;616.0;139.7424893;4312.0;19563.9485;291756.2724;1.631;781.1999999999999;820.512;110880.0;1;7
RAMPAGE;TP5000-4SR70;14.8;35000;70;140;700.0;143.6893204;4900.0;20116.50485;312489.4429;3.605;1657.656;1864.7999999999997;126000.0;1;7
RAMPAGE;TP5000-5SR70;18.5;35000;70;140;700.0;142.3076923;4900.0;19923.07692;314394.8664;4.55;2059.512;2331.0;126000.0;1;7
RAMPAGE;TP6600-3SR70;11.1;46200;70;140;924.0;139.0132827;6468.0;19461.85958;310897.98;3.689;1649.48;1846.152;166320.0;1;7
TATTU;TATTU;11.1;10400;45;90;58.5;121.2605042;936.0;10913.44538;242049.1143;0.952;476.928;415.584;37440.0;1;8
TATTU;TATTU;11.1;12400;45;90;69.75;134.4140625;1116.0;12097.26563;270314.8567;1.024;509.184;495.504;44640.0;1;8
TATTU;TATTU;11.1;14400;45;90;81.0;128.0769231;1296.0;11526.92308;312031.4843;1.248;512.256;575.424;51840.0;1;8
TATTU;TATTU;11.1;18400;45;90;103.5;142.6256983;1656.0;12836.31285;334907.5167;1.432;609.84;735.264;66240.0;1;8
TATTU;TATTU;11.1;8400;45;90;47.25;137.1176471;756.0;12340.58824;260878.3239;0.68;357.408;335.664;30240.0;1;8
TATTU;TATTU;14.8;8400;45;90;47.25;129.5;756.0;11655.0;253424.6575;0.96;490.56;447.552;30240.0;1;8
TATTU;TATTU;14.8;12000;45;90;67.5;124.7191011;1080.0;11224.7191;263070.5788;1.424;675.104;639.36;43200.0;1;8
TATTU;TATTU;14.8;14400;45;90;81.0;131.8811881;1296.0;11869.30693;308676.307;1.616;690.432;767.232;51840.0;1;8
TATTU;TATTU;14.8;18400;45;90;103.5;151.9642857;1656.0;13676.78571;338239.0076;1.792;805.1111608;980.352;66240.0;1;8
TATTU;TATTU;14.8;29600;45;90;166.5;228.1666667;2664.0;20535.0;363728.1471;1.92;1204.416;1577.088;106560.0;1;8
TATTU;TATTU;14.8;10400;45;90;58.5;124.9350649;936.0;11244.15584;294153.6204;1.232;523.264;554.112;37440.0;1;8
GENS ACE;GENS ACE;22.2;26400;60;120;198.0;144.7826087;3168.0;17373.91304;289363.9208;4.048;2025.408;2109.888;95040.0;1;8
GENS ACE;GENS ACE;22.2;32000;60;120;240.0;139.6226415;3840.0;16754.71698;297525.3666;5.088;2387.6955704;2557.44;115200.0;1;8
GENS ACE;GENS ACE;22.2;40000;60;120;300.0;147.0198675;4800.0;17642.38411;310716.2791;6.04;2857.9126992;3196.8;144000.0;1;8
GENS ACE;GENS ACE;22.2;44000;60;120;330.0;147.4637681;5280.0;17695.65217;384186.9773;6.624;2542.512;3516.48;158400.0;1;8
GENS ACE;GENS ACE;22.2;49600;60;120;372.0;157.1232877;5952.0;18854.79452;341178.6577;7.008;3227.4;3964.032;178560.0;1;8
KOKAM;KOKAM SLPB526495;3.7;26400;2;3;;182.238806;79.2;546.7164179;367078.3897;0.536;266.1012;351.648;95040.0;1;8
KOKAM;KOKAM SLPB050106100;3.7;40000;2;5;;154.1666667;200.0;770.8333333;287300.0935;0.96;515.1408;532.8;144000.0;1;8
KOKAM;KOKAM SLPB776495;3.7;42400;2;3;;192.254902;127.2;576.7647059;408150.0977;0.816;384.3684;564.768;152640.0;1;8
KOKAM;KOKAM SLPB68106100;3.7;64000;2;3;;185.0;192.0;555.0;374084.5355;1.28;633.012;852.48;230400.0;1;8
KOKAM;KOKAM SLPB7570180;3.7;76800;2;3;;165.2093023;230.4;495.627907;311454.3656;1.72;912.3648000000001;1022.976;276480.0;1;8
KOKAM;KOKAM SLPB98106100;3.7;80000;2;3;;176.1904762;240.0;528.5714286;339014.1103;1.68;873.12;1065.6;288000.0;1;8
KOKAM;KOKAM SLPB7570270;3.7;120000;2;3;;175.0788644;360.0;525.2365931;323161.4153;2.536;1373.9263999999998;1598.4;432000.0;1;8
ProLiteX;TP500-2SPX25J;7.4;4000;25;50;25.0;123.3333333;200.0;6166.666667;258560.4472;0.24;114.48;106.56;14400.0;1;8
ProLiteX;TP500-3SPX25J;11.1;4000;25;50;25.0;126.1363636;200.0;6306.818182;268505.0798;0.352;165.36;159.84;14400.0;1;8
ProLiteX;TP750-2SPX25J;7.4;6000;25;50;37.5;142.3076923;300.0;7115.384615;271260.9971;0.312;163.68;159.84;21600.0;1;8
ProLiteX;TP750-3SPX25J;11.1;6000;25;50;37.5;146.0526316;300.0;7302.631579;271260.9971;0.456;245.52;239.76;21600.0;1;8
ProLiteX;TP910-2SPX25J;7.4;7280;25;50;22.7;143.2765957;364.0;7163.829787;291830.9859;0.376;184.6;193.9392;26208.0;1;8
ProLiteX;TP910-3SPX25J;11.1;7280;25;50;45.5;146.3913043;364.0;7319.565217;299510.7487;0.552;269.8;290.9088;26208.0;1;8
ProLiteX;TP1350-2SPX25J;7.4;10800;25;50;67.5;163.7704918;540.0;8188.52459;332379.5582;0.488;240.448;287.712;38880.0;1;8
ProLiteX;TP1350-3SPX25J;11.1;10800;25;50;67.5;159.4148936;540.0;7970.744681;324070.0692;0.752;369.92;431.568;38880.0;1;8
ProLiteX;TP1350-2SPX25;7.4;10800;25;50;67.5;156.09375;540.0;7804.6875;332379.5582;0.512;240.448;287.712;38880.0;1;8
ProLiteX;TP1350-3SPX25;11.1;10800;25;50;67.5;157.7368421;540.0;7886.842105;324070.0692;0.76;369.92;431.568;38880.0;1;8
ProLiteX;TP1350-4SPX25;14.8;10800;25;50;67.5;158.5714286;540.0;7928.571429;332379.5582;1.008;480.896;575.424;38880.0;1;8
ProLiteX;TP1350-5SPX25;18.5;10800;25;50;67.5;159.0764331;540.0;7953.821656;337572.9888;1.256;591.872;719.28;38880.0;1;8
ProLiteX;TP2200-2SPX25;7.4;17600;25;50;110.0;152.1495327;880.0;7607.476636;325730.2921;0.856;399.84;468.864;63360.0;1;8
ProLiteX;TP2200-3SPX25;11.1;17600;25;50;110.0;161.7218543;880.0;8086.092715;325730.2921;1.208;599.76;703.296;63360.0;1;8
ProLiteX;TP2200-4SPX25;14.8;17600;25;50;110.0;165.2791878;880.0;8263.959391;337794.377;1.576;771.12;937.728;63360.0;1;8
ProLiteX;TP2800-2SPX25;7.4;22400;25;50;140.0;168.4552846;1120.0;8422.764228;351448.5379;0.984;471.648;596.736;80640.0;1;8
ProLiteX;TP2800-3SPX25;11.1;22400;25;50;140.0;171.7127072;1120.0;8585.635359;373414.0715;1.448;665.856;895.104;80640.0;1;8
ProLiteX;TP2800-3SPX25EJ;11.1;22400;25;50;140.0;171.7127072;1120.0;8585.635359;373414.0715;1.448;665.856;895.104;80640.0;1;8
ProLiteX;TP2800-3SPX25XJ;11.1;22400;25;50;140.0;171.7127072;1120.0;8585.635359;373414.0715;1.448;665.856;895.104;80640.0;1;8
ProLiteX;TP2800-4SPX25;14.8;22400;25;50;140.0;177.0940171;1120.0;8854.700855;373414.0715;1.872;887.808;1193.472;80640.0;1;8
ProLiteX;TP2800-5SPX25;18.5;22400;25;50;140.0;178.6206897;1120.0;8931.034483;373414.0715;2.32;1109.76;1491.84;80640.0;1;8
ProLiteX;TP2800-6SPX25;22.2;22400;25;50;140.0;177.0940171;1120.0;8854.700855;373414.0715;2.808;1331.712;1790.208;80640.0;1;8
ProLiteX;TP3400-2SPX25;7.4;27200;25;50;170.0;151.5662651;1360.0;7578.313253;333399.5892;1.328;603.72;724.608;97920.0;1;8
ProLiteX;TP3400-3SPX25;11.1;27200;25;50;170.0;149.7619048;1360.0;7488.095238;342173.2626;2.016;882.36;1086.912;97920.0;1;8
ProLiteX;TP3400-4SPX25;14.8;27200;25;50;170.0;154.3558282;1360.0;7717.791411;333399.5892;2.608;1207.44;1449.216;97920.0;1;8
ProLiteX;TP3400-5SPX25;18.5;27200;25;50;170.0;154.5454545;1360.0;7727.272727;338608.9578;3.256;1486.08;1811.52;97920.0;1;8
ProLiteX;TP3400-6SPX25;22.2;27200;25;50;170.0;157.9079498;1360.0;7895.39749;342173.2626;3.824;1764.72;2173.824;97920.0;1;8
ProLiteX;TP3400-6SPX25L;22.2;27200;25;50;170.0;154.6721311;1360.0;7733.606557;340910.6306;3.904;1771.256;2173.824;97920.0;1;8
ProLiteX;TP3400-7SPX25;25.9;27200;25;50;170.0;161.2820513;1360.0;8064.102564;344765.4843;4.368;2043.36;2536.128;97920.0;1;8
ProLiteX;TP3400-8SPX25;29.6;27200;25;50;170.0;164.7135843;1360.0;8235.679214;346735.5728;4.888;2322.0;2898.432;97920.0;1;8
ProLiteX;TP3400-8SPX25L;29.6;27200;25;50;170.0;162.0611916;1360.0;8103.059581;332169.3324;4.968;2423.824;2898.432;97920.0;1;8
ProLiteX;TP4000-2SPX25;7.4;32000;25;50;200.0;189.7435897;1600.0;9487.179487;372046.2544;1.248;636.48;852.48;115200.0;1;8
ProLiteX;TP4000-3SPX25;11.1;32000;25;50;200.0;165.0557621;1600.0;8252.788104;398620.9869;2.152;891.072;1278.72;115200.0;1;8
ProLiteX;TP4000-4SPX25;14.8;32000;25;50;200.0;166.2921348;1600.0;8314.606742;398620.9869;2.848;1188.096;1704.96;115200.0;1;8
ProLiteX;TP4000-5SPX25;18.5;32000;25;50;200.0;170.1149425;1600.0;8505.747126;398620.9869;3.48;1485.12;2131.2;115200.0;1;8
ProLiteX;TP4000-6SPX25L;22.2;32000;25;50;200.0;165.6716418;1600.0;8283.58209;398620.9869;4.288;1782.144;2557.44;115200.0;1;8
ProLiteX;TP4000-7SPX25;25.9;32000;25;50;200.0;168.7296417;1600.0;8436.482085;398620.9869;4.912;2079.168;2983.68;115200.0;1;8
ProLiteX;TP4000-8SPX25;29.6;32000;25;50;200.0;168.6609687;1600.0;8433.048433;398620.9869;5.616;2376.192;3409.92;115200.0;1;8
ProLiteX;TP4000-8SPX25L;29.6;32000;25;50;200.0;166.2921348;1600.0;8314.606742;398620.9869;5.696;2376.192;3409.92;115200.0;1;8
ProLiteX;TP4000-9SPX25;33.3;32000;25;50;200.0;168.6075949;1600.0;8430.379747;405050.3576;6.32;2630.784;3836.16;115200.0;1;8
ProLiteX;TP4000-10SPX25;37.0;32000;25;50;200.0;168.7571266;1600.0;8437.856328;398620.9869;7.016;2970.24;4262.4;115200.0;1;8
ProLiteX;TP4000-10SPX25L;37.0;32000;25;50;200.0;166.854566;1600.0;8342.728298;398620.9869;7.096;2970.24;4262.4;115200.0;1;8
ProLiteX;TP4000-6SPX25;22.2;32000;25;50;200.0;165.6716418;1600.0;8283.58209;398620.9869;4.288;1782.144;2557.44;115200.0;1;8
ProLiteX;TP4400-2SPX25;7.4;35200;25;50;220.0;158.8292683;1760.0;7941.463415;347982.2161;1.64;748.544;937.728;126720.0;1;8
ProLiteX;TP4400-3SPX25;11.1;35200;25;50;220.0;159.6078431;1760.0;7980.392157;347982.2161;2.448;1122.816;1406.592;126720.0;1;8
ProLiteX;TP4400-4SPX25;14.8;35200;25;50;220.0;160.3940887;1760.0;8019.704433;347982.2161;3.248;1497.088;1875.456;126720.0;1;8
ProLiteX;TP4400-5SPX25;18.5;35200;25;50;220.0;161.1881188;1760.0;8059.405941;347982.2161;4.04;1871.36;2344.32;126720.0;1;8
ProLiteX;TP4400-6SPX25;22.2;35200;25;50;220.0;162.5291181;1760.0;8126.455907;347982.2161;4.808;2245.632;2813.184;126720.0;1;8
ProLiteX;TP4400-7SPX25;25.9;35200;25;50;220.0;162.5677603;1760.0;8128.388017;354309.1655;5.608;2573.12;3282.048;126720.0;1;8
ProLiteX;TP4400-8SPX25;29.6;35200;25;50;220.0;162.5967541;1760.0;8129.837703;353505.7434;6.408;2947.392;3750.912;126720.0;1;8
ProLiteX;TP4400-8SPX25L;29.6;35200;25;50;220.0;160.5918619;1760.0;8029.593095;347982.2161;6.488;2994.176;3750.912;126720.0;1;8
ProLiteX;TP4400-9SPX25;33.3;35200;25;50;220.0;162.4390244;1760.0;8121.95122;352883.3741;7.216;3321.664;4219.776;126720.0;1;8
ProLiteX;TP4400-10SPX25;37.0;35200;25;50;220.0;163.7826962;1760.0;8189.134809;356904.8371;7.952;3649.152;4688.64;126720.0;1;8
ProLiteX;TP5000-2SPX25;7.4;40000;25;50;250.0;156.1181435;2000.0;7805.907173;332997.336;1.896;888.896;1065.6;144000.0;1;8
ProLiteX;TP5000-3SPX25;11.1;40000;25;50;250.0;159.025788;2000.0;7951.289398;338943.717;2.792;1309.952;1598.4;144000.0;1;8
ProLiteX;TP5000-4SPX25;14.8;40000;25;50;250.0;159.1397849;2000.0;7956.989247;341997.264;3.72;1731.008;2131.2;144000.0;1;8
ProLiteX;TP5000-5SPX25;18.5;40000;25;50;250.0;161.1498258;2000.0;8057.491289;343855.9448;4.592;2152.064;2664.0;144000.0;1;8
ProLiteX;TP5000-6SPX25L;22.2;40000;25;50;250.0;157.4468085;2000.0;7872.340426;338943.717;5.64;2619.904;3196.8;144000.0;1;8
ProLiteX;TP5000-7SPX25;25.9;40000;25;50;250.0;159.2865929;2000.0;7964.329643;346005.0445;6.504;2994.176;3729.6;144000.0;1;8
ProLiteX;TP5000-8SPX25;29.6;40000;25;50;250.0;159.1397849;2000.0;7956.989247;341997.264;7.44;3462.016;4262.4;144000.0;1;8
ProLiteX;TP5000-8SPX25L;29.6;40000;25;50;250.0;157.4468085;2000.0;7872.340426;341997.264;7.52;3462.016;4262.4;144000.0;1;8
ProLiteX;TP5000-9SPX25;33.3;40000;25;50;250.0;159.1778203;2000.0;7958.891013;347210.6369;8.368;3836.288;4795.2;144000.0;1;8
ProLiteX;TP5000-10SPX25;37.0;40000;25;50;250.0;159.2082616;2000.0;7960.413081;343855.9448;9.296;4304.128;5328.0;144000.0;1;8
ProLiteX;TP5000-10SPX25L;37.0;40000;25;50;250.0;157.8498294;2000.0;7892.491468;343855.9448;9.376;4304.128;5328.0;144000.0;1;8
ProLiteX;TP6000-2SPX25;7.4;48000;25;50;300.0;173.4375;2400.0;8671.875;376475.3765;2.048;943.488;1278.72;172800.0;1;8
ProLiteX;TP6000-3SPX25;11.1;48000;25;50;300.0;179.0322581;2400.0;8951.612903;376475.3765;2.976;1415.232;1918.08;172800.0;1;8
ProLiteX;TP6000-4SPX25;14.8;48000;25;50;300.0;181.2244898;2400.0;9061.22449;387231.8158;3.92;1834.56;2557.44;172800.0;1;8
ProLiteX;TP6000-5SPX25;18.5;48000;25;50;300.0;173.9811912;2400.0;8699.059561;393985.8591;5.104;2253.888;3196.8;172800.0;1;8
ProLiteX;TP6000-6SPX25;22.2;48000;25;50;300.0;179.2732167;2400.0;8963.660834;390955.1986;5.944;2725.632;3836.16;172800.0;1;8
ProLiteX;TP6800-2SPX25;7.4;54400;25;50;340.0;154.3558282;2720.0;7717.791411;339197.8429;2.608;1186.8;1449.216;195840.0;1;8
ProLiteX;TP6800-3SPX25;11.1;54400;25;50;340.0;155.9504132;2720.0;7797.520661;334734.7134;3.872;1803.936;2173.824;195840.0;1;8
ProLiteX;TP6800-4SPX25;14.8;54400;25;50;340.0;162.5848142;2720.0;8129.240711;339197.8429;4.952;2373.6;2898.432;195840.0;1;8
ProLiteX;TP6800-5SPX25;18.5;54400;25;50;340.0;163.1647211;2720.0;8158.236057;341933.3094;6.168;2943.264;3623.04;195840.0;1;8
ProLiteX;TP6800-6SPX25;22.2;54400;25;50;340.0;166.4388093;2720.0;8321.940463;339197.8429;7.256;3560.4;4347.648;195840.0;1;8
ProLiteX;TP8000-2SPX25;7.4;64000;25;50;400.0;169.1428571;3200.0;8457.142857;353736.944;2.8;1338.848;1704.96;230400.0;1;8
ProLiteX;TP8000-3SPX25;11.1;64000;25;50;400.0;168.8212928;3200.0;8441.064639;353736.944;4.208;2008.272;2557.44;230400.0;1;8
ProLiteX;TP8000-4SPX25;14.8;64000;25;50;400.0;168.9015692;3200.0;8445.078459;353736.944;5.608;2677.696;3409.92;230400.0;1;8
ProLiteX;TP8000-5SPX25;18.5;64000;25;50;400.0;172.2933644;3200.0;8614.668219;353736.944;6.872;3347.12;4262.4;230400.0;1;8
RAMPAGE;TP325-1SR70J;3.7;2600;70;140;45.5;100.2083333;364.0;14029.16667;213777.7778;0.096;45.0;34.632;9360.0;1;8
RAMPAGE;TP325-2SR70B;7.4;2600;70;140;45.5;104.5652174;364.0;14639.13043;194343.4343;0.184;99.0;69.264;9360.0;1;8
RAMPAGE;TP450-3SR70J;11.1;3600;70;140;63.0;113.5227273;504.0;15893.18182;241654.5718;0.352;165.36;143.856;12960.0;1;8
RAMPAGE;TP870-2SR70J;7.4;6960;70;140;121.8;128.76;974.4;18026.4;266253.1017;0.4;193.44;185.4144;25056.0;1;8
RAMPAGE;TP870-3SR70J;11.1;6960;70;140;121.8;130.5;974.4;18270.0;259596.7742;0.592;297.6;278.1216;25056.0;1;8
RAMPAGE;TP870-4SR70;14.8;6960;70;140;121.8;127.4851485;974.4;17847.92079;256391.8757;0.808;401.76;370.8288;25056.0;1;8
RAMPAGE;TP1300-2SR70;7.4;10400;70;140;182.0;130.0;1456.0;18200.0;267222.2222;0.592;288.0;277.056;37440.0;1;8
RAMPAGE;TP1300-3SR70;11.1;10400;70;140;182.0;132.3853211;1456.0;18533.94495;282941.1765;0.872;408.0;415.584;37440.0;1;8
RAMPAGE;TP1800-3SR70;11.1;14400;70;140;252.0;133.2;2016.0;18648.0;280303.0303;1.2;570.24;575.424;51840.0;1;8
RAMPAGE;TP1800-4SR70;14.8;14400;70;140;252.0;135.9183673;2016.0;19028.57143;289345.0635;1.568;736.56;767.232;51840.0;1;8
RAMPAGE;TP1800-5SR70;18.5;14400;70;140;252.0;136.4754098;2016.0;19106.55738;295055.8214;1.952;902.88;959.04;51840.0;1;8
RAMPAGE;TP1800-6SR70;22.2;14400;70;140;252.0;137.3195876;2016.0;19224.74227;292490.1186;2.328;1092.96;1150.848;51840.0;1;8
RAMPAGE;TP2250-2SR70;7.4;18000;70;140;315.0;139.9159664;2520.0;19588.23529;266724.3368;0.952;499.392;479.52;64800.0;1;8
RAMPAGE;TP2250-4SR70;14.8;18000;70;140;315.0;141.1016949;2520.0;19754.23729;274345.0321;1.888;971.04;959.04;64800.0;1;8
RAMPAGE;TP2700-3SR70;11.1;21600;70;140;378.0;138.75;3024.0;19425.0;297853.3095;1.728;804.96;863.136;77760.0;1;8
RAMPAGE;TP3300-6SR70;22.2;26400;70;140;462.0;142.2524272;3696.0;19915.33981;302078.1791;4.12;1940.16;2109.888;95040.0;1;8
RAMPAGE;TP3300-3SR70;11.1;26400;70;140;462.0;137.7067669;3696.0;19278.94737;302078.1791;2.128;970.08;1054.944;95040.0;1;8
RAMPAGE;TP3300-10SR70;37.0;26400;70;140;462.0;142.1420256;3696.0;19899.88359;305129.4739;6.872;3201.264;3516.48;95040.0;1;8
RAMPAGE;TP3850-3SR70;11.1;28000;70;140;539.0;125.3225806;3920.0;17545.16129;266592.556;2.48;1165.824;1118.88;100800.0;1;8
RAMPAGE;TP3850-7SR70;25.9;30800;70;140;539.0;142.45;4312.0;19943.0;304112.9898;5.6;2623.104;2871.792;110880.0;1;8
RAMPAGE;TP4400-2SR70;7.4;35200;70;140;616.0;139.7424893;4928.0;19563.9485;291756.2724;1.864;892.8;937.728;126720.0;1;8
RAMPAGE;TP5000-4SR70;14.8;40000;70;140;700.0;143.6893204;5600.0;20116.50485;312489.4429;4.12;1894.464;2131.2;144000.0;1;8
RAMPAGE;TP5000-5SR70;18.5;40000;70;140;700.0;142.3076923;5600.0;19923.07692;314394.8664;5.2;2353.728;2664.0;144000.0;1;8
RAMPAGE;TP6600-3SR70;11.1;52800;70;140;924.0;139.0132827;7392.0;19461.85958;310897.98;4.216;1885.12;2109.888;190080.0;1;8
TATTU;TATTU;11.1;11700;45;90;58.5;121.2605042;1053.0;10913.44538;242049.1143;1.071;536.544;467.532;42120.0;1;9
TATTU;TATTU;11.1;13950;45;90;69.75;134.4140625;1255.5;12097.26563;270314.8567;1.1520000000000001;572.832;557.442;50220.0;1;9
TATTU;TATTU;11.1;16200;45;90;81.0;128.0769231;1458.0;11526.92308;312031.4843;1.404;576.288;647.352;58320.0;1;9
TATTU;TATTU;11.1;20700;45;90;103.5;142.6256983;1863.0;12836.31285;334907.5167;1.611;686.07;827.172;74520.0;1;9
TATTU;TATTU;11.1;9450;45;90;47.25;137.1176471;850.5;12340.58824;260878.3239;0.765;402.084;377.62199999999996;34020.0;1;9
TATTU;TATTU;14.8;9450;45;90;47.25;129.5;850.5;11655.0;253424.6575;1.08;551.88;503.49600000000004;34020.0;1;9
TATTU;TATTU;14.8;13500;45;90;67.5;124.7191011;1215.0;11224.7191;263070.5788;1.6019999999999999;759.4920000000001;719.28;48600.0;1;9
TATTU;TATTU;14.8;16200;45;90;81.0;131.8811881;1458.0;11869.30693;308676.307;1.818;776.736;863.136;58320.0;1;9
TATTU;TATTU;14.8;20700;45;90;103.5;151.9642857;1863.0;13676.78571;338239.0076;2.016;905.7500559;1102.896;74520.0;1;9
TATTU;TATTU;14.8;33300;45;90;166.5;228.1666667;2997.0;20535.0;363728.1471;2.16;1354.9679999999998;1774.224;119880.0;1;9
TATTU;TATTU;14.8;11700;45;90;58.5;124.9350649;1053.0;11244.15584;294153.6204;1.386;588.672;623.376;42120.0;1;9
GENS ACE;GENS ACE;22.2;29700;60;120;198.0;144.7826087;3564.0;17373.91304;289363.9208;4.554;2278.584;2373.624;106920.0;1;9
GENS ACE;GENS ACE;22.2;36000;60;120;240.0;139.6226415;4320.0;16754.71698;297525.3666;5.724;2686.1575167;2877.12;129600.0;1;9
GENS ACE;GENS ACE;22.2;45000;60;120;300.0;147.0198675;5400.0;17642.38411;310716.2791;6.795;3215.1517866000004;3596.4;162000.0;1;9
GENS ACE;GENS ACE;22.2;49500;60;120;330.0;147.4637681;5940.0;17695.65217;384186.9773;7.452;2860.326;3956.04;178200.0;1;9
GENS ACE;GENS ACE;22.2;55800;60;120;372.0;157.1232877;6696.0;18854.79452;341178.6577;7.884;3630.8250000000003;4459.536;200880.0;1;9
KOKAM;KOKAM SLPB526495;3.7;29700;2;3;;182.238806;89.10000000000001;546.7164179;367078.3897;0.603;299.36385;395.60400000000004;106920.0;1;9
KOKAM;KOKAM SLPB050106100;3.7;45000;2;5;;154.1666667;225.0;770.8333333;287300.0935;1.08;579.5334;599.4;162000.0;1;9
KOKAM;KOKAM SLPB776495;3.7;47700;2;3;;192.254902;143.1;576.7647059;408150.0977;0.9179999999999999;432.41445;635.364;171720.0;1;9
KOKAM;KOKAM SLPB68106100;3.7;72000;2;3;;185.0;216.0;555.0;374084.5355;1.44;712.1384999999999;959.04;259200.0;1;9
KOKAM;KOKAM SLPB7570180;3.7;86400;2;3;;165.2093023;259.2;495.627907;311454.3656;1.935;1026.4104;1150.848;311040.0;1;9
KOKAM;KOKAM SLPB98106100;3.7;90000;2;3;;176.1904762;270.0;528.5714286;339014.1103;1.89;982.26;1198.8;324000.0;1;9
KOKAM;KOKAM SLPB7570270;3.7;135000;2;3;;175.0788644;405.0;525.2365931;323161.4153;2.853;1545.6671999999999;1798.2;486000.0;1;9
ProLiteX;TP500-2SPX25J;7.4;4500;25;50;25.0;123.3333333;225.0;6166.666667;258560.4472;0.27;128.79;119.88;16200.0;1;9
ProLiteX;TP500-3SPX25J;11.1;4500;25;50;25.0;126.1363636;225.0;6306.818182;268505.0798;0.39599999999999996;186.03000000000003;179.82;16200.0;1;9
ProLiteX;TP750-2SPX25J;7.4;6750;25;50;37.5;142.3076923;337.5;7115.384615;271260.9971;0.351;184.14000000000001;179.82;24300.0;1;9
ProLiteX;TP750-3SPX25J;11.1;6750;25;50;37.5;146.0526316;337.5;7302.631579;271260.9971;0.513;276.21000000000004;269.73;24300.0;1;9
ProLiteX;TP910-2SPX25J;7.4;8190;25;50;22.7;143.2765957;409.5;7163.829787;291830.9859;0.423;207.67499999999998;218.1816;29484.0;1;9
ProLiteX;TP910-3SPX25J;11.1;8190;25;50;45.5;146.3913043;409.5;7319.565217;299510.7487;0.621;303.52500000000003;327.2724;29484.0;1;9
ProLiteX;TP1350-2SPX25J;7.4;12150;25;50;67.5;163.7704918;607.5;8188.52459;332379.5582;0.5489999999999999;270.504;323.676;43740.0;1;9
ProLiteX;TP1350-3SPX25J;11.1;12150;25;50;67.5;159.4148936;607.5;7970.744681;324070.0692;0.846;416.16;485.514;43740.0;1;9
ProLiteX;TP1350-2SPX25;7.4;12150;25;50;67.5;156.09375;607.5;7804.6875;332379.5582;0.5760000000000001;270.504;323.676;43740.0;1;9
ProLiteX;TP1350-3SPX25;11.1;12150;25;50;67.5;157.7368421;607.5;7886.842105;324070.0692;0.855;416.16;485.514;43740.0;1;9
ProLiteX;TP1350-4SPX25;14.8;12150;25;50;67.5;158.5714286;607.5;7928.571429;332379.5582;1.134;541.008;647.352;43740.0;1;9
ProLiteX;TP1350-5SPX25;18.5;12150;25;50;67.5;159.0764331;607.5;7953.821656;337572.9888;1.413;665.856;809.1899999999999;43740.0;1;9
ProLiteX;TP2200-2SPX25;7.4;19800;25;50;110.0;152.1495327;990.0;7607.476636;325730.2921;0.963;449.82;527.472;71280.0;1;9
