TYPE;Model;Voltage_V;Capacity_mAh;Discharge_Rate_C;Max_Burst_Discharge_Rate_C;Max_burst_current_A;Energy_density_Wh_kg;Imax_A;Pmax_W_kg;Pvol_Wh_m3;Weight_kg;Volume_cm3;Energy_kJ;Capacity_As;n_series;n_parallel
RAMPAGE;TP325-1SR70J;29.6;2925;70;140;45.5;100.2083333;409.5;14029.16667;213777.7778;0.864;405.0;311.688;10530.0;8;9
RAMPAGE;TP325-2SR70B;59.2;2925;70;140;45.5;104.5652174;409.5;14639.13043;194343.4343;1.656;891.0;623.376;10530.0;8;9
RAMPAGE;TP870-2SR70J;59.2;7830;70;140;121.8;128.76;1096.2;18026.4;266253.1017;3.6;1740.96;1668.7296000000001;28188.0;8;9
RAMPAGE;TP1300-2SR70;59.2;11700;70;140;182.0;130.0;1638.0;18200.0;267222.2222;5.327999999999999;2592.0;2493.504;42120.0;8;9
RAMPAGE;TP2250-2SR70;59.2;20250;70;140;315.0;139.9159664;2835.0;19588.23529;266724.3368;8.568;4494.528;4315.68;72900.0;8;9
RAMPAGE;TP4400-2SR70;59.2;39600;70;140;616.0;139.7424893;5544.0;19563.9485;291756.2724;16.776;8035.2;8439.552;142560.0;8;9
KOKAM;KOKAM SLPB526495;29.6;33000;2;3;;182.238806;99.0;546.7164179;367078.3897;5.36;2661.012;3516.4800000000005;118800.0;8;10
KOKAM;KOKAM SLPB050106100;29.6;50000;2;5;;154.1666667;250.0;770.8333333;287300.0935;9.6;5151.408;5328.0;180000.0;8;10
KOKAM;KOKAM SLPB776495;29.6;53000;2;3;;192.254902;159.0;576.7647059;408150.0977;8.16;3843.684;5647.68;190800.0;8;10
KOKAM;KOKAM SLPB68106100;29.6;80000;2;3;;185.0;240.0;555.0;374084.5355;12.8;6330.119999999999;8524.8;288000.0;8;10
KOKAM;KOKAM SLPB7570180;29.6;96000;2;3;;165.2093023;288.0;495.627907;311454.3656;17.2;9123.648000000001;10229.76;345600.0;8;10
KOKAM;KOKAM SLPB98106100;29.6;100000;2;3;;176.1904762;300.0;528.5714286;339014.1103;16.8;8731.2;10656.0;360000.0;8;10
ProLiteX;TP500-2SPX25J;59.2;5000;25;50;25.0;123.3333333;250.0;6166.666667;258560.4472;2.4;1144.8;1065.6;18000.0;8;10
ProLiteX;TP750-2SPX25J;59.2;7500;25;50;37.5;142.3076923;375.0;7115.384615;271260.9971;3.12;1636.8000000000002;1598.4;27000.0;8;10
ProLiteX;TP910-2SPX25J;59.2;9100;25;50;22.7;143.2765957;455.0;7163.829787;291830.9859;3.76;1846.0;1939.392;32760.0;8;10
ProLiteX;TP1350-2SPX25J;59.2;13500;25;50;67.5;163.7704918;675.0;8188.52459;332379.5582;4.88;2404.48;2877.12;48600.0;8;10
ProLiteX;TP1350-2SPX25;59.2;13500;25;50;67.5;156.09375;675.0;7804.6875;332379.5582;5.12;2404.48;2877.12;48600.0;8;10
ProLiteX;TP2200-2SPX25;59.2;22000;25;50;110.0;152.1495327;1100.0;7607.476636;325730.2921;8.56;3998.3999999999996;4688.639999999999;79200.0;8;10
ProLiteX;TP2800-2SPX25;59.2;28000;25;50;140.0;168.4552846;1400.0;8422.764228;351448.5379;9.84;4716.4800000000005;5967.36;100800.0;8;10
ProLiteX;TP3400-2SPX25;59.2;34000;25;50;170.0;151.5662651;1700.0;7578.313253;333399.5892;13.280000000000001;6037.200000000001;7246.08;122400.0;8;10
ProLiteX;TP4000-2SPX25;59.2;40000;25;50;200.0;189.7435897;2000.0;9487.179487;372046.2544;12.48;6364.8;8524.8;144000.0;8;10
ProLiteX;TP4400-2SPX25;59.2;44000;25;50;220.0;158.8292683;2200.0;7941.463415;347982.2161;16.4;7485.44;9377.279999999999;158400.0;8;10
ProLiteX;TP5000-2SPX25;59.2;50000;25;50;250.0;156.1181435;2500.0;7805.907173;332997.336;18.96;8888.96;10656.0;180000.0;8;10
ProLiteX;TP6000-2SPX25;59.2;60000;25;50;300.0;173.4375;3000.0;8671.875;376475.3765;20.48;9434.880000000001;12787.2;216000.0;8;10
ProLiteX;TP6800-2SPX25;59.2;68000;25;50;340.0;154.3558282;3400.0;7717.791411;339197.8429;26.080000000000002;11868.0;14492.16;244800.0;8;10
ProLiteX;TP8000-2SPX25;59.2;80000;25;50;400.0;169.1428571;4000.0;8457.142857;353736.944;28.0;13388.48;17049.6;288000.0;8;10
RAMPAGE;TP325-1SR70J;29.6;3250;70;140;45.5;100.2083333;455.0;14029.16667;213777.7778;0.96;450.0;346.32;11700.0;8;10
RAMPAGE;TP325-2SR70B;59.2;3250;70;140;45.5;104.5652174;455.0;14639.13043;194343.4343;1.8399999999999999;990.0;692.64;11700.0;8;10
RAMPAGE;TP870-2SR70J;59.2;8700;70;140;121.8;128.76;1218.0;18026.4;266253.1017;4.0;1934.4;1854.144;31320.0;8;10
RAMPAGE;TP1300-2SR70;59.2;13000;70;140;182.0;130.0;1820.0;18200.0;267222.2222;5.92;2880.0;2770.56;46800.0;8;10
RAMPAGE;TP2250-2SR70;59.2;22500;70;140;315.0;139.9159664;3150.0;19588.23529;266724.3368;9.52;4993.92;4795.2;81000.0;8;10
RAMPAGE;TP4400-2SR70;59.2;44000;70;140;616.0;139.7424893;6160.0;19563.9485;291756.2724;18.64;8928.0;9377.279999999999;158400.0;8;10
KOKAM;KOKAM SLPB526495;29.6;36300;2;3;;182.238806;108.9;546.7164179;367078.3897;5.896000000000001;2927.1132000000002;3868.128;130680.0;8;11
KOKAM;KOKAM SLPB050106100;29.6;55000;2;5;;154.1666667;275.0;770.8333333;287300.0935;10.559999999999999;5666.5488000000005;5860.799999999999;198000.0;8;11
KOKAM;KOKAM SLPB776495;29.6;58300;2;3;;192.254902;174.9;576.7647059;408150.0977;8.975999999999999;4228.0524000000005;6212.448;209880.0;8;11
KOKAM;KOKAM SLPB68106100;29.6;88000;2;3;;185.0;264.0;555.0;374084.5355;14.08;6963.132;9377.28;316800.0;8;11
KOKAM;KOKAM SLPB7570180;29.6;105600;2;3;;165.2093023;316.8;495.627907;311454.3656;18.919999999999998;10036.0128;11252.736;380160.0;8;11
KOKAM;KOKAM SLPB98106100;29.6;110000;2;3;;176.1904762;330.0;528.5714286;339014.1103;18.48;9604.32;11721.599999999999;396000.0;8;11
ProLiteX;TP500-2SPX25J;59.2;5500;25;50;25.0;123.3333333;275.0;6166.666667;258560.4472;2.6399999999999997;1259.28;1172.16;19800.0;8;11
ProLiteX;TP750-2SPX25J;59.2;8250;25;50;37.5;142.3076923;412.5;7115.384615;271260.9971;3.432;1800.48;1758.24;29700.0;8;11
ProLiteX;TP910-2SPX25J;59.2;10010;25;50;22.7;143.2765957;500.5;7163.829787;291830.9859;4.136;2030.6;2133.3312;36036.0;8;11
ProLiteX;TP1350-2SPX25J;59.2;14850;25;50;67.5;163.7704918;742.5;8188.52459;332379.5582;5.368;2644.928;3164.832;53460.0;8;11
ProLiteX;TP1350-2SPX25;59.2;14850;25;50;67.5;156.09375;742.5;7804.6875;332379.5582;5.632;2644.928;3164.832;53460.0;8;11
ProLiteX;TP2200-2SPX25;59.2;24200;25;50;110.0;152.1495327;1210.0;7607.476636;325730.2921;9.416;4398.24;5157.504;87120.0;8;11
ProLiteX;TP2800-2SPX25;59.2;30800;25;50;140.0;168.4552846;1540.0;8422.764228;351448.5379;10.824;5188.128000000001;6564.096;110880.0;8;11
ProLiteX;TP3400-2SPX25;59.2;37400;25;50;170.0;151.5662651;1870.0;7578.313253;333399.5892;14.608;6640.92;7970.687999999999;134640.0;8;11
ProLiteX;TP4000-2SPX25;59.2;44000;25;50;200.0;189.7435897;2200.0;9487.179487;372046.2544;13.728;7001.280000000001;9377.28;158400.0;8;11
ProLiteX;TP4400-2SPX25;59.2;48400;25;50;220.0;158.8292683;2420.0;7941.463415;347982.2161;18.04;8233.984;10315.008;174240.0;8;11
ProLiteX;TP5000-2SPX25;59.2;55000;25;50;250.0;156.1181435;2750.0;7805.907173;332997.336;20.855999999999998;9777.856;11721.599999999999;198000.0;8;11
ProLiteX;TP6000-2SPX25;59.2;66000;25;50;300.0;173.4375;3300.0;8671.875;376475.3765;22.528;10378.368;14065.92;237600.0;8;11
ProLiteX;TP6800-2SPX25;59.2;74800;25;50;340.0;154.3558282;3740.0;7717.791411;339197.8429;28.688000000000002;13054.8;15941.375999999998;269280.0;8;11
ProLiteX;TP8000-2SPX25;59.2;88000;25;50;400.0;169.1428571;4400.0;8457.142857;353736.944;30.799999999999997;14727.328;18754.56;316800.0;8;11
RAMPAGE;TP325-1SR70J;29.6;3575;70;140;45.5;100.2083333;500.5;14029.16667;213777.7778;1.056;495.0;380.952;12870.0;8;11
RAMPAGE;TP325-2SR70B;59.2;3575;70;140;45.5;104.5652174;500.5;14639.13043;194343.4343;2.024;1089.0;761.904;12870.0;8;11
RAMPAGE;TP870-2SR70J;59.2;9570;70;140;121.8;128.76;1339.8;18026.4;266253.1017;4.4;2127.84;2039.5584;34452.0;8;11
RAMPAGE;TP1300-2SR70;59.2;14300;70;140;182.0;130.0;2002.0;18200.0;267222.2222;6.512;3168.0;3047.616;51480.0;8;11
RAMPAGE;TP2250-2SR70;59.2;24750;70;140;315.0;139.9159664;3465.0;19588.23529;266724.3368;10.472;5493.312;5274.719999999999;89100.0;8;11
RAMPAGE;TP4400-2SR70;59.2;48400;70;140;616.0;139.7424893;6776.0;19563.9485;291756.2724;20.504;9820.8;10315.008;174240.0;8;11
KOKAM;KOKAM SLPB526495;29.6;39600;2;3;;182.238806;118.80000000000001;546.7164179;367078.3897;6.432;3193.2144;4219.776;142560.0;8;12
KOKAM;KOKAM SLPB050106100;29.6;60000;2;5;;154.1666667;300.0;770.8333333;287300.0935;11.52;6181.6896;6393.599999999999;216000.0;8;12
KOKAM;KOKAM SLPB776495;29.6;63600;2;3;;192.254902;190.8;576.7647059;408150.0977;9.792;4612.4208;6777.216;228960.0;8;12
KOKAM;KOKAM SLPB68106100;29.6;96000;2;3;;185.0;288.0;555.0;374084.5355;15.36;7596.143999999999;10229.76;345600.0;8;12
KOKAM;KOKAM SLPB7570180;29.6;115200;2;3;;165.2093023;345.6;495.627907;311454.3656;20.64;10948.3776;12275.712;414720.0;8;12
KOKAM;KOKAM SLPB98106100;29.6;120000;2;3;;176.1904762;360.0;528.5714286;339014.1103;20.16;10477.44;12787.199999999999;432000.0;8;12
ProLiteX;TP500-2SPX25J;59.2;6000;25;50;25.0;123.3333333;300.0;6166.666667;258560.4472;2.88;1373.76;1278.72;21600.0;8;12
ProLiteX;TP750-2SPX25J;59.2;9000;25;50;37.5;142.3076923;450.0;7115.384615;271260.9971;3.7439999999999998;1964.16;1918.08;32400.0;8;12
ProLiteX;TP910-2SPX25J;59.2;10920;25;50;22.7;143.2765957;546.0;7163.829787;291830.9859;4.5120000000000005;2215.2;2327.2704;39312.0;8;12
ProLiteX;TP1350-2SPX25J;59.2;16200;25;50;67.5;163.7704918;810.0;8188.52459;332379.5582;5.856;2885.376;3452.544;58320.0;8;12
ProLiteX;TP1350-2SPX25;59.2;16200;25;50;67.5;156.09375;810.0;7804.6875;332379.5582;6.144;2885.376;3452.544;58320.0;8;12
ProLiteX;TP2200-2SPX25;59.2;26400;25;50;110.0;152.1495327;1320.0;7607.476636;325730.2921;10.272;4798.08;5626.3679999999995;95040.0;8;12
ProLiteX;TP2800-2SPX25;59.2;33600;25;50;140.0;168.4552846;1680.0;8422.764228;351448.5379;11.808;5659.776;7160.832;120960.0;8;12
ProLiteX;TP3400-2SPX25;59.2;40800;25;50;170.0;151.5662651;2040.0;7578.313253;333399.5892;15.936;7244.64;8695.295999999998;146880.0;8;12
ProLiteX;TP4000-2SPX25;59.2;48000;25;50;200.0;189.7435897;2400.0;9487.179487;372046.2544;14.975999999999999;7637.76;10229.76;172800.0;8;12
ProLiteX;TP4400-2SPX25;59.2;52800;25;50;220.0;158.8292683;2640.0;7941.463415;347982.2161;19.68;8982.528;11252.735999999999;190080.0;8;12
ProLiteX;TP5000-2SPX25;59.2;60000;25;50;250.0;156.1181435;3000.0;7805.907173;332997.336;22.752;10666.752;12787.199999999999;216000.0;8;12
ProLiteX;TP6000-2SPX25;59.2;72000;25;50;300.0;173.4375;3600.0;8671.875;376475.3765;24.576;11321.856;15344.64;259200.0;8;12
ProLiteX;TP6800-2SPX25;59.2;81600;25;50;340.0;154.3558282;4080.0;7717.791411;339197.8429;31.296;14241.599999999999;17390.591999999997;293760.0;8;12
ProLiteX;TP8000-2SPX25;59.2;96000;25;50;400.0;169.1428571;4800.0;8457.142857;353736.944;33.599999999999994;16066.176;20459.52;345600.0;8;12
RAMPAGE;TP325-1SR70J;29.6;3900;70;140;45.5;100.2083333;546.0;14029.16667;213777.7778;1.1520000000000001;540.0;415.58399999999995;14040.0;8;12
RAMPAGE;TP325-2SR70B;59.2;3900;70;140;45.5;104.5652174;546.0;14639.13043;194343.4343;2.208;1188.0;831.1679999999999;14040.0;8;12
RAMPAGE;TP870-2SR70J;59.2;10440;70;140;121.8;128.76;1461.6;18026.4;266253.1017;4.800000000000001;2321.2799999999997;2224.9728;37584.0;8;12
RAMPAGE;TP1300-2SR70;59.2;15600;70;140;182.0;130.0;2184.0;18200.0;267222.2222;7.103999999999999;3456.0;3324.6719999999996;56160.0;8;12
RAMPAGE;TP2250-2SR70;59.2;27000;70;140;315.0;139.9159664;3780.0;19588.23529;266724.3368;11.424;5992.704;5754.24;97200.0;8;12
RAMPAGE;TP4400-2SR70;59.2;52800;70;140;616.0;139.7424893;7392.0;19563.9485;291756.2724;22.368000000000002;10713.599999999999;11252.735999999999;190080.0;8;12
KOKAM;KOKAM SLPB526495;29.6;42900;2;3;;182.238806;128.70000000000002;546.7164179;367078.3897;6.968;3459.3156;4571.424;154440.0;8;13
KOKAM;KOKAM SLPB050106100;29.6;65000;2;5;;154.1666667;325.0;770.8333333;287300.0935;12.48;6696.8304;6926.4;234000.0;8;13
KOKAM;KOKAM SLPB776495;29.6;68900;2;3;;192.254902;206.70000000000002;576.7647059;408150.0977;10.607999999999999;4996.7892;7341.984;248040.0;8;13
KOKAM;KOKAM SLPB68106100;29.6;104000;2;3;;185.0;312.0;555.0;374084.5355;16.64;8229.155999999999;11082.24;374400.0;8;13
KOKAM;KOKAM SLPB7570180;29.6;124800;2;3;;165.2093023;374.40000000000003;495.627907;311454.3656;22.36;11860.742400000001;13298.688;449280.0;8;13
KOKAM;KOKAM SLPB98106100;29.6;130000;2;3;;176.1904762;390.0;528.5714286;339014.1103;21.84;11350.56;13852.8;468000.0;8;13
ProLiteX;TP500-2SPX25J;59.2;6500;25;50;25.0;123.3333333;325.0;6166.666667;258560.4472;3.12;1488.24;1385.28;23400.0;8;13
ProLiteX;TP750-2SPX25J;59.2;9750;25;50;37.5;142.3076923;487.5;7115.384615;271260.9971;4.056;2127.84;2077.92;35100.0;8;13
ProLiteX;TP910-2SPX25J;59.2;11830;25;50;22.7;143.2765957;591.5;7163.829787;291830.9859;4.888;2399.7999999999997;2521.2096;42588.0;8;13
ProLiteX;TP1350-2SPX25J;59.2;17550;25;50;67.5;163.7704918;877.5;8188.52459;332379.5582;6.343999999999999;3125.824;3740.256;63180.0;8;13
ProLiteX;TP1350-2SPX25;59.2;17550;25;50;67.5;156.09375;877.5;7804.6875;332379.5582;6.656000000000001;3125.824;3740.256;63180.0;8;13
ProLiteX;TP2200-2SPX25;59.2;28600;25;50;110.0;152.1495327;1430.0;7607.476636;325730.2921;11.128;5197.92;6095.232;102960.0;8;13
ProLiteX;TP2800-2SPX25;59.2;36400;25;50;140.0;168.4552846;1820.0;8422.764228;351448.5379;12.792;6131.424;7757.568;131040.0;8;13
ProLiteX;TP3400-2SPX25;59.2;44200;25;50;170.0;151.5662651;2210.0;7578.313253;333399.5892;17.264;7848.360000000001;9419.903999999999;159120.0;8;13
ProLiteX;TP4000-2SPX25;59.2;52000;25;50;200.0;189.7435897;2600.0;9487.179487;372046.2544;16.224;8274.24;11082.24;187200.0;8;13
ProLiteX;TP4400-2SPX25;59.2;57200;25;50;220.0;158.8292683;2860.0;7941.463415;347982.2161;21.32;9731.072;12190.464;205920.0;8;13
ProLiteX;TP5000-2SPX25;59.2;65000;25;50;250.0;156.1181435;3250.0;7805.907173;332997.336;24.648;11555.648;13852.8;234000.0;8;13
ProLiteX;TP6000-2SPX25;59.2;78000;25;50;300.0;173.4375;3900.0;8671.875;376475.3765;26.624000000000002;12265.344000000001;16623.36;280800.0;8;13
ProLiteX;TP6800-2SPX25;59.2;88400;25;50;340.0;154.3558282;4420.0;7717.791411;339197.8429;33.904;15428.4;18839.807999999997;318240.0;8;13
ProLiteX;TP8000-2SPX25;59.2;104000;25;50;400.0;169.1428571;5200.0;8457.142857;353736.944;36.4;17405.023999999998;22164.48;374400.0;8;13
RAMPAGE;TP325-1SR70J;29.6;4225;70;140;45.5;100.2083333;591.5;14029.16667;213777.7778;1.248;585.0;450.21599999999995;15210.0;8;13
RAMPAGE;TP325-2SR70B;59.2;4225;70;140;45.5;104.5652174;591.5;14639.13043;194343.4343;2.392;1287.0;900.4319999999999;15210.0;8;13
RAMPAGE;TP870-2SR70J;59.2;11310;70;140;121.8;128.76;1583.3999999999999;18026.4;266253.1017;5.2;2514.72;2410.3872;40716.0;8;13
RAMPAGE;TP1300-2SR70;59.2;16900;70;140;182.0;130.0;2366.0;18200.0;267222.2222;7.696;3744.0;3601.7279999999996;60840.0;8;13
RAMPAGE;TP2250-2SR70;59.2;29250;70;140;315.0;139.9159664;4095.0;19588.23529;266724.3368;12.376;6492.096;6233.76;105300.0;8;13
RAMPAGE;TP4400-2SR70;59.2;57200;70;140;616.0;139.7424893;8008.0;19563.9485;291756.2724;24.232000000000003;11606.4;12190.464;205920.0;8;13
KOKAM;KOKAM SLPB526495;29.6;46200;2;3;;182.238806;138.6;546.7164179;367078.3897;7.5040000000000004;3725.4168;4923.072;166320.0;8;14
KOKAM;KOKAM SLPB050106100;29.6;70000;2;5;;154.1666667;350.0;770.8333333;287300.0935;13.44;7211.9712;7459.199999999999;252000.0;8;14
KOKAM;KOKAM SLPB776495;29.6;74200;2;3;;192.254902;222.6;576.7647059;408150.0977;11.424;5381.1576000000005;7906.752;267120.0;8;14
KOKAM;KOKAM SLPB68106100;29.6;112000;2;3;;185.0;336.0;555.0;374084.5355;17.92;8862.168;11934.720000000001;403200.0;8;14
KOKAM;KOKAM SLPB7570180;29.6;134400;2;3;;165.2093023;403.2;495.627907;311454.3656;24.08;12773.1072;14321.664;483840.0;8;14
ProLiteX;TP500-2SPX25J;59.2;7000;25;50;25.0;123.3333333;350.0;6166.666667;258560.4472;3.36;1602.72;1491.8400000000001;25200.0;8;14
ProLiteX;TP750-2SPX25J;59.2;10500;25;50;37.5;142.3076923;525.0;7115.384615;271260.9971;4.368;2291.52;2237.76;37800.0;8;14
ProLiteX;TP910-2SPX25J;59.2;12740;25;50;22.7;143.2765957;637.0;7163.829787;291830.9859;5.264;2584.4;2715.1488;45864.0;8;14
ProLiteX;TP1350-2SPX25J;59.2;18900;25;50;67.5;163.7704918;945.0;8188.52459;332379.5582;6.832;3366.272;4027.968;68040.0;8;14
ProLiteX;TP1350-2SPX25;59.2;18900;25;50;67.5;156.09375;945.0;7804.6875;332379.5582;7.168;3366.272;4027.968;68040.0;8;14
ProLiteX;TP2200-2SPX25;59.2;30800;25;50;110.0;152.1495327;1540.0;7607.476636;325730.2921;11.984;5597.759999999999;6564.096;110880.0;8;14
ProLiteX;TP2800-2SPX25;59.2;39200;25;50;140.0;168.4552846;1960.0;8422.764228;351448.5379;13.776;6603.072;8354.304;141120.0;8;14
ProLiteX;TP3400-2SPX25;59.2;47600;25;50;170.0;151.5662651;2380.0;7578.313253;333399.5892;18.592000000000002;8452.08;10144.511999999999;171360.0;8;14
ProLiteX;TP4000-2SPX25;59.2;56000;25;50;200.0;189.7435897;2800.0;9487.179487;372046.2544;17.472;8910.720000000001;11934.720000000001;201600.0;8;14
ProLiteX;TP4400-2SPX25;59.2;61600;25;50;220.0;158.8292683;3080.0;7941.463415;347982.2161;22.959999999999997;10479.616;13128.192;221760.0;8;14
ProLiteX;TP5000-2SPX25;59.2;70000;25;50;250.0;156.1181435;3500.0;7805.907173;332997.336;26.543999999999997;12444.544;14918.399999999998;252000.0;8;14
ProLiteX;TP6000-2SPX25;59.2;84000;25;50;300.0;173.4375;4200.0;8671.875;376475.3765;28.672;13208.832;17902.08;302400.0;8;14
ProLiteX;TP6800-2SPX25;59.2;95200;25;50;340.0;154.3558282;4760.0;7717.791411;339197.8429;36.512;16615.2;20289.023999999998;342720.0;8;14
ProLiteX;TP8000-2SPX25;59.2;112000;25;50;400.0;169.1428571;5600.0;8457.142857;353736.944;39.199999999999996;18743.872;23869.440000000002;403200.0;8;14
RAMPAGE;TP325-1SR70J;29.6;4550;70;140;45.5;100.2083333;637.0;14029.16667;213777.7778;1.344;630.0;484.84799999999996;16380.0;8;14
RAMPAGE;TP325-2SR70B;59.2;4550;70;140;45.5;104.5652174;637.0;14639.13043;194343.4343;2.576;1386.0;969.6959999999999;16380.0;8;14
RAMPAGE;TP870-2SR70J;59.2;12180;70;140;121.8;128.76;1705.2;18026.4;266253.1017;5.6000000000000005;2708.16;2595.8016;43848.0;8;14
RAMPAGE;TP1300-2SR70;59.2;18200;70;140;182.0;130.0;2548.0;18200.0;267222.2222;8.288;4032.0;3878.7839999999997;65520.0;8;14
RAMPAGE;TP2250-2SR70;59.2;31500;70;140;315.0;139.9159664;4410.0;19588.23529;266724.3368;13.328;6991.488;6713.28;113400.0;8;14
RAMPAGE;TP4400-2SR70;59.2;61600;70;140;616.0;139.7424893;8624.0;19563.9485;291756.2724;26.096;12499.199999999999;13128.192;221760.0;8;14
KOKAM;KOKAM SLPB526495;29.6;49500;2;3;;182.238806;148.5;546.7164179;367078.3897;8.040000000000001;3991.518;5274.72;178200.0;8;15
KOKAM;KOKAM SLPB050106100;29.6;75000;2;5;;154.1666667;375.0;770.8333333;287300.0935;14.399999999999999;7727.112;7991.999999999999;270000.0;8;15
KOKAM;KOKAM SLPB776495;29.6;79500;2;3;;192.254902;238.5;576.7647059;408150.0977;12.239999999999998;5765.526;8471.52;286200.0;8;15
KOKAM;KOKAM SLPB68106100;29.6;120000;2;3;;185.0;360.0;555.0;374084.5355;19.2;9495.179999999998;12787.2;432000.0;8;15
ProLiteX;TP500-2SPX25J;59.2;7500;25;50;25.0;123.3333333;375.0;6166.666667;258560.4472;3.5999999999999996;1717.2;1598.4;27000.0;8;15
ProLiteX;TP750-2SPX25J;59.2;11250;25;50;37.5;142.3076923;562.5;7115.384615;271260.9971;4.68;2455.2000000000003;2397.6;40500.0;8;15
ProLiteX;TP910-2SPX25J;59.2;13650;25;50;22.7;143.2765957;682.5;7163.829787;291830.9859;5.64;2769.0;2909.088;49140.0;8;15
ProLiteX;TP1350-2SPX25J;59.2;20250;25;50;67.5;163.7704918;1012.5;8188.52459;332379.5582;7.32;3606.7200000000003;4315.68;72900.0;8;15
ProLiteX;TP1350-2SPX25;59.2;20250;25;50;67.5;156.09375;1012.5;7804.6875;332379.5582;7.68;3606.7200000000003;4315.68;72900.0;8;15
ProLiteX;TP2200-2SPX25;59.2;33000;25;50;110.0;152.1495327;1650.0;7607.476636;325730.2921;12.84;5997.599999999999;7032.96;118800.0;8;15
ProLiteX;TP2800-2SPX25;59.2;42000;25;50;140.0;168.4552846;2100.0;8422.764228;351448.5379;14.76;7074.72;8951.039999999999;151200.0;8;15
ProLiteX;TP3400-2SPX25;59.2;51000;25;50;170.0;151.5662651;2550.0;7578.313253;333399.5892;19.92;9055.800000000001;10869.119999999999;183600.0;8;15
ProLiteX;TP4000-2SPX25;59.2;60000;25;50;200.0;189.7435897;3000.0;9487.179487;372046.2544;18.72;9547.2;12787.2;216000.0;8;15
ProLiteX;TP4400-2SPX25;59.2;66000;25;50;220.0;158.8292683;3300.0;7941.463415;347982.2161;24.599999999999998;11228.16;14065.92;237600.0;8;15
ProLiteX;TP5000-2SPX25;59.2;75000;25;50;250.0;156.1181435;3750.0;7805.907173;332997.336;28.439999999999998;13333.439999999999;15983.999999999998;270000.0;8;15
ProLiteX;TP6000-2SPX25;59.2;90000;25;50;300.0;173.4375;4500.0;8671.875;376475.3765;30.72;14152.320000000002;19180.8;324000.0;8;15
ProLiteX;TP6800-2SPX25;59.2;102000;25;50;340.0;154.3558282;5100.0;7717.791411;339197.8429;39.120000000000005;17802.0;21738.239999999998;367200.0;8;15
ProLiteX;TP8000-2SPX25;59.2;120000;25;50;400.0;169.1428571;6000.0;8457.142857;353736.944;42.0;20082.72;25574.4;432000.0;8;15
RAMPAGE;TP325-1SR70J;29.6;4875;70;140;45.5;100.2083333;682.5;14029.16667;213777.7778;1.44;675.0;519.48;17550.0;8;15
RAMPAGE;TP325-2SR70B;59.2;4875;70;140;45.5;104.5652174;682.5;14639.13043;194343.4343;2.76;1485.0;1038.96;17550.0;8;15
RAMPAGE;TP870-2SR70J;59.2;13050;70;140;121.8;128.76;1827.0;18026.4;266253.1017;6.0;2901.6;2781.216;46980.0;8;15
RAMPAGE;TP1300-2SR70;59.2;19500;70;140;182.0;130.0;2730.0;18200.0;267222.2222;8.879999999999999;4320.0;4155.84;70200.0;8;15
RAMPAGE;TP2250-2SR70;59.2;33750;70;140;315.0;139.9159664;4725.0;19588.23529;266724.3368;14.28;7490.88;7192.799999999999;121500.0;8;15
RAMPAGE;TP4400-2SR70;59.2;66000;70;140;616.0;139.7424893;9240.0;19563.9485;291756.2724;27.96;13392.0;14065.92;237600.0;8;15
KOKAM;KOKAM SLPB526495;29.6;52800;2;3;;182.238806;158.4;546.7164179;367078.3897;8.576;4257.6192;5626.368;190080.0;8;16
KOKAM;KOKAM SLPB050106100;29.6;80000;2;5;;154.1666667;400.0;770.8333333;287300.0935;15.36;8242.2528;8524.8;288000.0;8;16
KOKAM;KOKAM SLPB776495;29.6;84800;2;3;;192.254902;254.4;576.7647059;408150.0977;13.056;6149.8944;9036.288;305280.0;8;16
KOKAM;KOKAM SLPB68106100;29.6;128000;2;3;;185.0;384.0;555.0;374084.5355;20.48;10128.192;13639.68;460800.0;8;16
ProLiteX;TP500-2SPX25J;59.2;8000;25;50;25.0;123.3333333;400.0;6166.666667;258560.4472;3.84;1831.68;1704.96;28800.0;8;16
ProLiteX;TP750-2SPX25J;59.2;12000;25;50;37.5;142.3076923;600.0;7115.384615;271260.9971;4.992;2618.88;2557.44;43200.0;8;16
ProLiteX;TP910-2SPX25J;59.2;14560;25;50;22.7;143.2765957;728.0;7163.829787;291830.9859;6.016;2953.6;3103.0272;52416.0;8;16
ProLiteX;TP1350-2SPX25J;59.2;21600;25;50;67.5;163.7704918;1080.0;8188.52459;332379.5582;7.808;3847.168;4603.392;77760.0;8;16
ProLiteX;TP1350-2SPX25;59.2;21600;25;50;67.5;156.09375;1080.0;7804.6875;332379.5582;8.192;3847.168;4603.392;77760.0;8;16
ProLiteX;TP2200-2SPX25;59.2;35200;25;50;110.0;152.1495327;1760.0;7607.476636;325730.2921;13.696;6397.44;7501.824;126720.0;8;16
ProLiteX;TP2800-2SPX25;59.2;44800;25;50;140.0;168.4552846;2240.0;8422.764228;351448.5379;15.744;7546.368;9547.776;161280.0;8;16
ProLiteX;TP3400-2SPX25;59.2;54400;25;50;170.0;151.5662651;2720.0;7578.313253;333399.5892;21.248;9659.52;11593.728;195840.0;8;16
ProLiteX;TP4000-2SPX25;59.2;64000;25;50;200.0;189.7435897;3200.0;9487.179487;372046.2544;19.968;10183.68;13639.68;230400.0;8;16
ProLiteX;TP4400-2SPX25;59.2;70400;25;50;220.0;158.8292683;3520.0;7941.463415;347982.2161;26.24;11976.704;15003.648;253440.0;8;16
