,models:weight:propulsion:multirotor:battery:mass:reference,mission:sizing:main_route:hover:duration,data:performance:endurance:hover,data:performance:range:cruise,data:propulsion:multirotor:battery:energy,data:weight:mtow,data:weight:propulsion:multirotor:battery:mass,optim_failed
65,0.7777777777777778,30.0,22.363511987198432,25790.975943114267,6938.370267688862,33.592127415868745,11.534553811861874,1.0
66,0.8333333333333333,30.0,20.87261118805187,24071.57754690665,6475.812249842939,33.592127415868745,11.534553811861874,1.0
67,0.8888888888888888,30.0,19.568072988798626,22567.103950224984,6071.073984227755,33.592127415868745,11.534553811861874,1.0
68,0.9444444444444444,30.0,18.417009871810475,21239.627247270575,5713.951985155534,33.592127415868745,11.534553811861874,1.0
69,1.0,30.0,17.393842656709886,20059.647955755536,5396.510208202449,33.592127415868745,11.534553811861874,1.0
70,0.5,33.333333333333336,33.33333333365983,38033.53129186099,8064.973662809536,25.909124787494733,8.61907687708348,0.0
71,0.5555555555555556,33.333333333333336,31.344079723732346,36148.190257207454,9726.256573887758,33.61084573307683,11.549442295026864,1.0
72,0.6111111111111112,33.333333333333336,28.49461822940668,32861.88841835131,8841.435718503513,33.60844853498508,11.548638054769302,1.0
73,0.6666666666666666,33.333333333333336,26.120066796120078,30123.380044461697,8104.5430411079415,33.60799673117959,11.548486487449045,1.0
74,0.7222222222222222,33.333333333333336,24.110830911980443,27806.19545168926,7481.107513474341,33.607954653987726,11.548472378391645,1.0
75,0.7777777777777778,33.333333333333336,22.388628714946307,25820.035777071258,6946.725529942131,33.60786961590402,11.548443849198359,1.0
76,0.8333333333333333,33.333333333333336,20.89605386875653,24098.632904638624,6483.205919825508,33.60572149595799,11.547723230768847,1.0
77,0.8888888888888888,33.333333333333336,19.590050576935184,22592.44909940527,6077.889915287173,33.60506664866519,11.547503534396476,1.0
78,0.9444444444444444,33.333333333333336,18.437694660644876,21263.4815053226,5720.366979093809,33.60506664866519,11.547503534396476,1.0
79,1.0,33.333333333333336,17.41337829060905,20082.176977249124,5402.568813588598,33.60506664866519,11.547503534396476,1.0
80,0.5,36.66666666666667,34.82675768952519,40164.5059963601,10806.035074380512,33.60792438440547,11.548462640620738,1.0
81,0.5555555555555556,36.66666666666667,31.343682707100974,36147.59030614422,9725.28106327007,33.60768171634812,11.54828392505157,1.0
82,0.6111111111111112,36.66666666666667,28.49425705909978,32861.43609659648,8841.106542685171,33.60745564857725,11.548208087001234,1.0
83,0.6666666666666666,36.66666666666667,26.11973582351296,30122.932588937165,8104.044524730511,33.6061681036942,11.547776131588225,1.0
84,0.7222222222222222,36.66666666666667,24.110525403572563,27805.780544819158,7480.636014441748,33.60607390145725,11.547744532475177,1.0
85,0.7777777777777778,36.66666666666667,22.38834509795043,25819.59829955333,6945.975214391485,33.60444051304313,11.547196502233449,1.0
86,0.8333333333333333,36.66666666666667,20.895788808043154,24098.285865438815,6482.874671938428,33.60425186057966,11.547133220368424,1.0
87,0.8888888888888888,36.66666666666667,19.58980201513471,22592.141497113058,6077.685908042996,33.60420034110834,11.54711593698915,1.0
88,0.9444444444444444,36.66666666666667,18.437460727033933,21263.190115242036,5720.163657232038,33.60413225905668,11.547093095708536,1.0
89,1.0,36.66666666666667,17.4131578363451,20081.855160836974,5402.0940847059055,33.60233080057251,11.546488844229646,1.0
90,0.5,40.0,34.82631567259547,40163.710281322965,10804.18802165863,33.60233033004297,11.546488686325098,1.0
91,0.5555555555555556,40.0,31.343685535405193,36147.496039546546,9724.696170380099,33.6056096222073,11.54758939405394,1.0
92,0.6111111111111112,40.0,28.494259613181608,32861.35660655516,8840.612030950664,33.60552842221479,11.547562158306224,1.0
93,0.6666666666666666,40.0,26.119738033307154,30122.900725250707,8103.837177054953,33.60528552368359,11.547480673618882,1.0
94,0.7222222222222222,40.0,24.110527619627376,27805.730465325414,7480.320240891959,33.604619019931675,11.547257077628286,1.0
95,0.7777777777777778,40.0,22.38834709098489,25819.604295925452,6945.9962244118915,33.60454256603508,11.547231429918428,1.0
96,0.8333333333333333,40.0,20.895790642878207,24098.29296126024,6482.903398099575,33.60440233701654,11.547184386683748,1.0
97,0.8888888888888888,40.0,19.589803900640828,22592.149230464256,6077.717918348818,33.60437939097251,11.547176754003736,1.0
98,0.9444444444444444,40.0,18.43747037921075,21263.06722270119,5720.197529243454,33.60431855975934,11.547161471946106,1.0
99,1.0,40.0,17.413166926142775,20081.78570083762,5402.405669148082,33.604298174053795,11.547154827870289,1.0
