;Voltage_V;Capacity_mAh;Weight_g;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Volume_mm3
2;144.29999999999998;17000;19448;126.1363636;850.0;6306.818182;9136140
3;96.2;25500;17238;142.3076923;1275.0;7115.384615;9043320
4;144.29999999999998;25500;25194;146.0526316;1275.0;7302.631579;13564980
5;96.2;30940;20774;143.2765957;1547.0;7163.829787;10199150
6;96.2;45900;26962;163.7704918;2295.0;8188.52459;13284752
7;144.29999999999998;45900;41548;159.4148936;2295.0;7970.744681;20438080
8;96.2;45900;28288;156.09375;2295.0;7804.6875;13284752
9;144.29999999999998;45900;41990;157.7368421;2295.0;7886.842105;20438080
10;144.29999999999998;74800;66742;161.7218543;3740.0;8086.092715;33136740
11;192.4;74800;87074;165.2791878;3740.0;8263.959391;42604380
12;96.2;95200;54366;168.4552846;4760.0;8422.764228;26058552
13;144.29999999999998;95200;80002;171.7127072;4760.0;8585.635359;36788544
14;144.29999999999998;95200;80002;171.7127072;4760.0;8585.635359;36788544
15;144.29999999999998;95200;80002;171.7127072;4760.0;8585.635359;36788544
16;192.4;95200;103428;177.0940171;4760.0;8854.700855;49051392
17;288.59999999999997;95200;155142;177.0940171;4760.0;8854.700855;73577088
18;288.59999999999997;115600;211276;157.9079498;5780.0;7895.39749;97500780
19;288.59999999999997;115600;215696;154.6721311;5780.0;7733.606557;97861894
20;384.8;115600;270062;164.7135843;5780.0;8235.679214;128290500
21;96.2;136000;68952;189.7435897;6800.0;9487.179487;35165520
22;240.5;136000;192270;170.1149425;6800.0;8505.747126;82052880
23;288.59999999999997;136000;236912;165.6716418;6800.0;8283.58209;98463456
24;336.7;136000;271388;168.7296417;6800.0;8436.482085;114874032
25;384.8;136000;310284;168.6609687;6800.0;8433.048433;131284608
26;384.8;136000;314704;166.2921348;6800.0;8314.606742;131284608
27;432.9;136000;349180;168.6075949;6800.0;8430.379747;145350816
28;481.0;136000;387634;168.7571266;6800.0;8437.856328;164105760
29;481.0;136000;392054;166.854566;6800.0;8342.728298;164105760
30;288.59999999999997;136000;236912;165.6716418;6800.0;8283.58209;98463456
31;96.2;149600;90610;158.8292683;7480.0;7941.463415;41357056
32;288.59999999999997;149600;265642;162.5291181;7480.0;8126.455907;124071168
33;336.7;149600;309842;162.5677603;7480.0;8128.388017;142164880
34;481.0;149600;439348;163.7826962;7480.0;8189.134809;201615648
35;144.29999999999998;170000;154258;159.025788;8500.0;7951.289398;72374848
36;192.4;170000;205530;159.1397849;8500.0;7956.989247;95638192
37;240.5;170000;253708;161.1498258;8500.0;8057.491289;118901536
38;432.9;170000;462332;159.1778203;8500.0;7958.891013;211954912
39;481.0;170000;513604;159.2082616;8500.0;7960.413081;237803072
40;481.0;170000;518024;157.8498294;8500.0;7892.491468;237803072
41;144.29999999999998;204000;164424;179.0322581;10200.0;8951.612903;78191568
42;192.4;204000;216580;181.2244898;10200.0;9061.22449;101359440
43;240.5;204000;281996;173.9811912;10200.0;8699.059561;124527312
44;288.59999999999997;204000;328406;179.2732167;10200.0;8963.660834;150591168
45;144.29999999999998;231200;213928;155.9504132;11560.0;7797.520661;99667464
46;288.59999999999997;231200;400894;166.4388093;11560.0;8321.940463;196712100
47;96.2;272000;154700;169.1428571;13600.0;8457.142857;73971352
48;144.29999999999998;272000;232492;168.8212928;13600.0;8441.064639;110957028
49;192.4;272000;309842;168.9015692;13600.0;8445.078459;147942704
50;240.5;272000;379678;172.2933644;13600.0;8614.668219;184928380
51;48.1;11050;5304;100.2083333;1547.0;14029.16667;2486250
52;96.2;11050;10166;104.5652174;1547.0;14639.13043;5469750
0;192.4;129500;109200;228.1666667;11655.0;20535.0;68501160
1;96.2;17500;13650;123.3333333;875.0;6166.666667;6511050
2;144.29999999999998;17500;20020;126.1363636;875.0;6306.818182;9404850
3;96.2;26250;17745;142.3076923;1312.5;7115.384615;9309300
4;144.29999999999998;26250;25935;146.0526316;1312.5;7302.631579;13963950
5;96.2;31850;21385;143.2765957;1592.5;7163.829787;10499125
6;96.2;47250;27755;163.7704918;2362.5;8188.52459;13675480
7;144.29999999999998;47250;42770;159.4148936;2362.5;7970.744681;21039200
8;96.2;47250;29120;156.09375;2362.5;7804.6875;13675480
9;144.29999999999998;47250;43225;157.7368421;2362.5;7886.842105;21039200
10;144.29999999999998;77000;68705;161.7218543;3850.0;8086.092715;34111350
11;192.4;77000;89635;165.2791878;3850.0;8263.959391;43857450
12;96.2;98000;55965;168.4552846;4900.0;8422.764228;26824980
13;144.29999999999998;98000;82355;171.7127072;4900.0;8585.635359;37870560
14;144.29999999999998;98000;82355;171.7127072;4900.0;8585.635359;37870560
15;144.29999999999998;98000;82355;171.7127072;4900.0;8585.635359;37870560
16;192.4;98000;106470;177.0940171;4900.0;8854.700855;50494080
17;288.59999999999997;98000;159705;177.0940171;4900.0;8854.700855;75741120
18;288.59999999999997;119000;217490;157.9079498;5950.0;7895.39749;100368450
19;288.59999999999997;119000;222040;154.6721311;5950.0;7733.606557;100740185
20;384.8;119000;278005;164.7135843;5950.0;8235.679214;132063750
21;96.2;140000;70980;189.7435897;7000.0;9487.179487;36199800
22;240.5;140000;197925;170.1149425;7000.0;8505.747126;84466200
23;288.59999999999997;140000;243880;165.6716418;7000.0;8283.58209;101359440
24;336.7;140000;279370;168.7296417;7000.0;8436.482085;118252680
25;384.8;140000;319410;168.6609687;7000.0;8433.048433;135145920
26;384.8;140000;323960;166.2921348;7000.0;8314.606742;135145920
27;432.9;140000;359450;168.6075949;7000.0;8430.379747;149625840
28;481.0;140000;399035;168.7571266;7000.0;8437.856328;168932400
29;481.0;140000;403585;166.854566;7000.0;8342.728298;168932400
30;288.59999999999997;140000;243880;165.6716418;7000.0;8283.58209;101359440
31;96.2;154000;93275;158.8292683;7700.0;7941.463415;42573440
32;288.59999999999997;154000;273455;162.5291181;7700.0;8126.455907;127720320
33;336.7;154000;318955;162.5677603;7700.0;8128.388017;146346200
34;481.0;154000;452270;163.7826962;7700.0;8189.134809;207545520
35;144.29999999999998;175000;158795;159.025788;8750.0;7951.289398;74503520
36;192.4;175000;211575;159.1397849;8750.0;7956.989247;98451080
37;240.5;175000;261170;161.1498258;8750.0;8057.491289;122398640
38;432.9;175000;475930;159.1778203;8750.0;7958.891013;218188880
39;481.0;175000;528710;159.2082616;8750.0;7960.413081;244797280
40;481.0;175000;533260;157.8498294;8750.0;7892.491468;244797280
41;144.29999999999998;210000;169260;179.0322581;10500.0;8951.612903;80491320
42;192.4;210000;222950;181.2244898;10500.0;9061.22449;104340600
43;240.5;210000;290290;173.9811912;10500.0;8699.059561;128189880
44;288.59999999999997;210000;338065;179.2732167;10500.0;8963.660834;155020320
45;144.29999999999998;238000;220220;155.9504132;11900.0;7797.520661;102598860
46;288.59999999999997;238000;412685;166.4388093;11900.0;8321.940463;202497750
47;96.2;280000;159250;169.1428571;14000.0;8457.142857;76146980
48;144.29999999999998;280000;239330;168.8212928;14000.0;8441.064639;114220470
49;192.4;280000;318955;168.9015692;14000.0;8445.078459;152293960
50;240.5;280000;390845;172.2933644;14000.0;8614.668219;190367450
51;48.1;11375;5460;100.2083333;1592.5;14029.16667;2559375
52;96.2;11375;10465;104.5652174;1592.5;14639.13043;5630625
0;192.4;133200;112320;228.1666667;11988.0;20535.0;70458336
1;96.2;18000;14040;123.3333333;900.0;6166.666667;6697080
2;144.29999999999998;18000;20592;126.1363636;900.0;6306.818182;9673560
3;96.2;27000;18252;142.3076923;1350.0;7115.384615;9575280
4;144.29999999999998;27000;26676;146.0526316;1350.0;7302.631579;14362920
5;96.2;32760;21996;143.2765957;1638.0;7163.829787;10799100
6;96.2;48600;28548;163.7704918;2430.0;8188.52459;14066208
7;144.29999999999998;48600;43992;159.4148936;2430.0;7970.744681;21640320
8;96.2;48600;29952;156.09375;2430.0;7804.6875;14066208
9;144.29999999999998;48600;44460;157.7368421;2430.0;7886.842105;21640320
10;144.29999999999998;79200;70668;161.7218543;3960.0;8086.092715;35085960
11;192.4;79200;92196;165.2791878;3960.0;8263.959391;45110520
12;96.2;100800;57564;168.4552846;5040.0;8422.764228;27591408
13;144.29999999999998;100800;84708;171.7127072;5040.0;8585.635359;38952576
14;144.29999999999998;100800;84708;171.7127072;5040.0;8585.635359;38952576
15;144.29999999999998;100800;84708;171.7127072;5040.0;8585.635359;38952576
16;192.4;100800;109512;177.0940171;5040.0;8854.700855;51936768
17;288.59999999999997;100800;164268;177.0940171;5040.0;8854.700855;77905152
18;288.59999999999997;122400;223704;157.9079498;6120.0;7895.39749;103236120
19;288.59999999999997;122400;228384;154.6721311;6120.0;7733.606557;103618476
20;384.8;122400;285948;164.7135843;6120.0;8235.679214;135837000
21;96.2;144000;73008;189.7435897;7200.0;9487.179487;37234080
22;240.5;144000;203580;170.1149425;7200.0;8505.747126;86879520
23;288.59999999999997;144000;250848;165.6716418;7200.0;8283.58209;104255424
24;336.7;144000;287352;168.7296417;7200.0;8436.482085;121631328
25;384.8;144000;328536;168.6609687;7200.0;8433.048433;139007232
26;384.8;144000;333216;166.2921348;7200.0;8314.606742;139007232
27;432.9;144000;369720;168.6075949;7200.0;8430.379747;153900864
28;481.0;144000;410436;168.7571266;7200.0;8437.856328;173759040
29;481.0;144000;415116;166.854566;7200.0;8342.728298;173759040
30;288.59999999999997;144000;250848;165.6716418;7200.0;8283.58209;104255424
31;96.2;158400;95940;158.8292683;7920.0;7941.463415;43789824
32;288.59999999999997;158400;281268;162.5291181;7920.0;8126.455907;131369472
33;336.7;158400;328068;162.5677603;7920.0;8128.388017;150527520
34;481.0;158400;465192;163.7826962;7920.0;8189.134809;213475392
35;144.29999999999998;180000;163332;159.025788;9000.0;7951.289398;76632192
36;192.4;180000;217620;159.1397849;9000.0;7956.989247;101263968
37;240.5;180000;268632;161.1498258;9000.0;8057.491289;125895744
38;432.9;180000;489528;159.1778203;9000.0;7958.891013;224422848
39;481.0;180000;543816;159.2082616;9000.0;7960.413081;251791488
40;481.0;180000;548496;157.8498294;9000.0;7892.491468;251791488
41;144.29999999999998;216000;174096;179.0322581;10800.0;8951.612903;82791072
42;192.4;216000;229320;181.2244898;10800.0;9061.22449;107321760
43;240.5;216000;298584;173.9811912;10800.0;8699.059561;131852448
44;288.59999999999997;216000;347724;179.2732167;10800.0;8963.660834;159449472
45;144.29999999999998;244800;226512;155.9504132;12240.0;7797.520661;105530256
46;288.59999999999997;244800;424476;166.4388093;12240.0;8321.940463;208283400
47;96.2;288000;163800;169.1428571;14400.0;8457.142857;78322608
48;144.29999999999998;288000;246168;168.8212928;14400.0;8441.064639;117483912
49;192.4;288000;328068;168.9015692;14400.0;8445.078459;156645216
50;240.5;288000;402012;172.2933644;14400.0;8614.668219;195806520
51;48.1;11700;5616;100.2083333;1638.0;14029.16667;2632500
52;96.2;11700;10764;104.5652174;1638.0;14639.13043;5791500
0;192.4;136900;115440;228.1666667;12321.0;20535.0;72415512
1;96.2;18500;14430;123.3333333;925.0;6166.666667;6883110
2;144.29999999999998;18500;21164;126.1363636;925.0;6306.818182;9942270
3;96.2;27750;18759;142.3076923;1387.5;7115.384615;9841260
4;144.29999999999998;27750;27417;146.0526316;1387.5;7302.631579;14761890
5;96.2;33670;22607;143.2765957;1683.5;7163.829787;11099075
6;96.2;49950;29341;163.7704918;2497.5;8188.52459;14456936
7;144.29999999999998;49950;45214;159.4148936;2497.5;7970.744681;22241440
8;96.2;49950;30784;156.09375;2497.5;7804.6875;14456936
9;144.29999999999998;49950;45695;157.7368421;2497.5;7886.842105;22241440
10;144.29999999999998;81400;72631;161.7218543;4070.0;8086.092715;36060570
11;192.4;81400;94757;165.2791878;4070.0;8263.959391;46363590
12;96.2;103600;59163;168.4552846;5180.0;8422.764228;28357836
13;144.29999999999998;103600;87061;171.7127072;5180.0;8585.635359;40034592
14;144.29999999999998;103600;87061;171.7127072;5180.0;8585.635359;40034592
15;144.29999999999998;103600;87061;171.7127072;5180.0;8585.635359;40034592
16;192.4;103600;112554;177.0940171;5180.0;8854.700855;53379456
17;288.59999999999997;103600;168831;177.0940171;5180.0;8854.700855;80069184
18;288.59999999999997;125800;229918;157.9079498;6290.0;7895.39749;106103790
19;288.59999999999997;125800;234728;154.6721311;6290.0;7733.606557;106496767
20;384.8;125800;293891;164.7135843;6290.0;8235.679214;139610250
21;96.2;148000;75036;189.7435897;7400.0;9487.179487;38268360
22;240.5;148000;209235;170.1149425;7400.0;8505.747126;89292840
23;288.59999999999997;148000;257816;165.6716418;7400.0;8283.58209;107151408
24;336.7;148000;295334;168.7296417;7400.0;8436.482085;125009976
25;384.8;148000;337662;168.6609687;7400.0;8433.048433;142868544
26;384.8;148000;342472;166.2921348;7400.0;8314.606742;142868544
27;432.9;148000;379990;168.6075949;7400.0;8430.379747;158175888
28;481.0;148000;421837;168.7571266;7400.0;8437.856328;178585680
29;481.0;148000;426647;166.854566;7400.0;8342.728298;178585680
30;288.59999999999997;148000;257816;165.6716418;7400.0;8283.58209;107151408
31;96.2;162800;98605;158.8292683;8140.0;7941.463415;45006208
32;288.59999999999997;162800;289081;162.5291181;8140.0;8126.455907;135018624
33;336.7;162800;337181;162.5677603;8140.0;8128.388017;154708840
34;481.0;162800;478114;163.7826962;8140.0;8189.134809;219405264
35;144.29999999999998;185000;167869;159.025788;9250.0;7951.289398;78760864
36;192.4;185000;223665;159.1397849;9250.0;7956.989247;104076856
37;240.5;185000;276094;161.1498258;9250.0;8057.491289;129392848
38;432.9;185000;503126;159.1778203;9250.0;7958.891013;230656816
39;481.0;185000;558922;159.2082616;9250.0;7960.413081;258785696
40;481.0;185000;563732;157.8498294;9250.0;7892.491468;258785696
41;144.29999999999998;222000;178932;179.0322581;11100.0;8951.612903;85090824
42;192.4;222000;235690;181.2244898;11100.0;9061.22449;110302920
43;240.5;222000;306878;173.9811912;11100.0;8699.059561;135515016
44;288.59999999999997;222000;357383;179.2732167;11100.0;8963.660834;163878624
45;144.29999999999998;251600;232804;155.9504132;12580.0;7797.520661;108461652
46;288.59999999999997;251600;436267;166.4388093;12580.0;8321.940463;214069050
47;96.2;296000;168350;169.1428571;14800.0;8457.142857;80498236
48;144.29999999999998;296000;253006;168.8212928;14800.0;8441.064639;120747354
49;192.4;296000;337181;168.9015692;14800.0;8445.078459;160996472
50;240.5;296000;413179;172.2933644;14800.0;8614.668219;201245590
51;48.1;12025;5772;100.2083333;1683.5;14029.16667;2705625
52;96.2;12025;11063;104.5652174;1683.5;14639.13043;5952375
0;192.4;140600;118560;228.1666667;12654.0;20535.0;74372688
1;96.2;19000;14820;123.3333333;950.0;6166.666667;7069140
2;144.29999999999998;19000;21736;126.1363636;950.0;6306.818182;10210980
3;96.2;28500;19266;142.3076923;1425.0;7115.384615;10107240
4;144.29999999999998;28500;28158;146.0526316;1425.0;7302.631579;15160860
5;96.2;34580;23218;143.2765957;1729.0;7163.829787;11399050
6;96.2;51300;30134;163.7704918;2565.0;8188.52459;14847664
7;144.29999999999998;51300;46436;159.4148936;2565.0;7970.744681;22842560
8;96.2;51300;31616;156.09375;2565.0;7804.6875;14847664
9;144.29999999999998;51300;46930;157.7368421;2565.0;7886.842105;22842560
10;144.29999999999998;83600;74594;161.7218543;4180.0;8086.092715;37035180
11;192.4;83600;97318;165.2791878;4180.0;8263.959391;47616660
12;96.2;106400;60762;168.4552846;5320.0;8422.764228;29124264
13;144.29999999999998;106400;89414;171.7127072;5320.0;8585.635359;41116608
14;144.29999999999998;106400;89414;171.7127072;5320.0;8585.635359;41116608
15;144.29999999999998;106400;89414;171.7127072;5320.0;8585.635359;41116608
16;192.4;106400;115596;177.0940171;5320.0;8854.700855;54822144
17;288.59999999999997;106400;173394;177.0940171;5320.0;8854.700855;82233216
18;288.59999999999997;129200;236132;157.9079498;6460.0;7895.39749;108971460
19;288.59999999999997;129200;241072;154.6721311;6460.0;7733.606557;109375058
20;384.8;129200;301834;164.7135843;6460.0;8235.679214;143383500
21;96.2;152000;77064;189.7435897;7600.0;9487.179487;39302640
22;240.5;152000;214890;170.1149425;7600.0;8505.747126;91706160
23;288.59999999999997;152000;264784;165.6716418;7600.0;8283.58209;110047392
24;336.7;152000;303316;168.7296417;7600.0;8436.482085;128388624
25;384.8;152000;346788;168.6609687;7600.0;8433.048433;146729856
26;384.8;152000;351728;166.2921348;7600.0;8314.606742;146729856
27;432.9;152000;390260;168.6075949;7600.0;8430.379747;162450912
28;481.0;152000;433238;168.7571266;7600.0;8437.856328;183412320
29;481.0;152000;438178;166.854566;7600.0;8342.728298;183412320
30;288.59999999999997;152000;264784;165.6716418;7600.0;8283.58209;110047392
31;96.2;167200;101270;158.8292683;8360.0;7941.463415;46222592
32;288.59999999999997;167200;296894;162.5291181;8360.0;8126.455907;138667776
33;336.7;167200;346294;162.5677603;8360.0;8128.388017;158890160
34;481.0;167200;491036;163.7826962;8360.0;8189.134809;225335136
35;144.29999999999998;190000;172406;159.025788;9500.0;7951.289398;80889536
36;192.4;190000;229710;159.1397849;9500.0;7956.989247;106889744
37;240.5;190000;283556;161.1498258;9500.0;8057.491289;132889952
38;432.9;190000;516724;159.1778203;9500.0;7958.891013;236890784
39;481.0;190000;574028;159.2082616;9500.0;7960.413081;265779904
40;481.0;190000;578968;157.8498294;9500.0;7892.491468;265779904
41;144.29999999999998;228000;183768;179.0322581;11400.0;8951.612903;87390576
42;192.4;228000;242060;181.2244898;11400.0;9061.22449;113284080
43;240.5;228000;315172;173.9811912;11400.0;8699.059561;139177584
44;288.59999999999997;228000;367042;179.2732167;11400.0;8963.660834;168307776
45;144.29999999999998;258400;239096;155.9504132;12920.0;7797.520661;111393048
46;288.59999999999997;258400;448058;166.4388093;12920.0;8321.940463;219854700
47;96.2;304000;172900;169.1428571;15200.0;8457.142857;82673864
48;144.29999999999998;304000;259844;168.8212928;15200.0;8441.064639;124010796
49;192.4;304000;346294;168.9015692;15200.0;8445.078459;165347728
50;240.5;304000;424346;172.2933644;15200.0;8614.668219;206684660
51;48.1;12350;5928;100.2083333;1729.0;14029.16667;2778750
52;96.2;12350;11362;104.5652174;1729.0;14639.13043;6113250
0;192.4;144300;121680;228.1666667;12987.0;20535.0;76329864
1;96.2;19500;15210;123.3333333;975.0;6166.666667;7255170
2;144.29999999999998;19500;22308;126.1363636;975.0;6306.818182;10479690
3;96.2;29250;19773;142.3076923;1462.5;7115.384615;10373220
4;144.29999999999998;29250;28899;146.0526316;1462.5;7302.631579;15559830
5;96.2;35490;23829;143.2765957;1774.5;7163.829787;11699025
6;96.2;52650;30927;163.7704918;2632.5;8188.52459;15238392
7;144.29999999999998;52650;47658;159.4148936;2632.5;7970.744681;23443680
8;96.2;52650;32448;156.09375;2632.5;7804.6875;15238392
9;144.29999999999998;52650;48165;157.7368421;2632.5;7886.842105;23443680
10;144.29999999999998;85800;76557;161.7218543;4290.0;8086.092715;38009790
11;192.4;85800;99879;165.2791878;4290.0;8263.959391;48869730
12;96.2;109200;62361;168.4552846;5460.0;8422.764228;29890692
13;144.29999999999998;109200;91767;171.7127072;5460.0;8585.635359;42198624
14;144.29999999999998;109200;91767;171.7127072;5460.0;8585.635359;42198624
15;144.29999999999998;109200;91767;171.7127072;5460.0;8585.635359;42198624
16;192.4;109200;118638;177.0940171;5460.0;8854.700855;56264832
17;288.59999999999997;109200;177957;177.0940171;5460.0;8854.700855;84397248
18;288.59999999999997;132600;242346;157.9079498;6630.0;7895.39749;111839130
19;288.59999999999997;132600;247416;154.6721311;6630.0;7733.606557;112253349
20;384.8;132600;309777;164.7135843;6630.0;8235.679214;147156750
21;96.2;156000;79092;189.7435897;7800.0;9487.179487;40336920
22;240.5;156000;220545;170.1149425;7800.0;8505.747126;94119480
23;288.59999999999997;156000;271752;165.6716418;7800.0;8283.58209;112943376
24;336.7;156000;311298;168.7296417;7800.0;8436.482085;131767272
25;384.8;156000;355914;168.6609687;7800.0;8433.048433;150591168
26;384.8;156000;360984;166.2921348;7800.0;8314.606742;150591168
27;432.9;156000;400530;168.6075949;7800.0;8430.379747;166725936
28;481.0;156000;444639;168.7571266;7800.0;8437.856328;188238960
29;481.0;156000;449709;166.854566;7800.0;8342.728298;188238960
30;288.59999999999997;156000;271752;165.6716418;7800.0;8283.58209;112943376
31;96.2;171600;103935;158.8292683;8580.0;7941.463415;47438976
32;288.59999999999997;171600;304707;162.5291181;8580.0;8126.455907;142316928
33;336.7;171600;355407;162.5677603;8580.0;8128.388017;163071480
34;481.0;171600;503958;163.7826962;8580.0;8189.134809;231265008
35;144.29999999999998;195000;176943;159.025788;9750.0;7951.289398;83018208
36;192.4;195000;235755;159.1397849;9750.0;7956.989247;109702632
37;240.5;195000;291018;161.1498258;9750.0;8057.491289;136387056
38;432.9;195000;530322;159.1778203;9750.0;7958.891013;243124752
39;481.0;195000;589134;159.2082616;9750.0;7960.413081;272774112
40;481.0;195000;594204;157.8498294;9750.0;7892.491468;272774112
41;144.29999999999998;234000;188604;179.0322581;11700.0;8951.612903;89690328
42;192.4;234000;248430;181.2244898;11700.0;9061.22449;116265240
43;240.5;234000;323466;173.9811912;11700.0;8699.059561;142840152
44;288.59999999999997;234000;376701;179.2732167;11700.0;8963.660834;172736928
45;144.29999999999998;265200;245388;155.9504132;13260.0;7797.520661;114324444
46;288.59999999999997;265200;459849;166.4388093;13260.0;8321.940463;225640350
47;96.2;312000;177450;169.1428571;15600.0;8457.142857;84849492
48;144.29999999999998;312000;266682;168.8212928;15600.0;8441.064639;127274238
49;192.4;312000;355407;168.9015692;15600.0;8445.078459;169698984
50;240.5;312000;435513;172.2933644;15600.0;8614.668219;212123730
51;48.1;12675;6084;100.2083333;1774.5;14029.16667;2851875
52;96.2;12675;11661;104.5652174;1774.5;14639.13043;6274125
0;192.4;148000;124800;228.1666667;13320.0;20535.0;78287040
1;96.2;20000;15600;123.3333333;1000.0;6166.666667;7441200
2;144.29999999999998;20000;22880;126.1363636;1000.0;6306.818182;10748400
3;96.2;30000;20280;142.3076923;1500.0;7115.384615;10639200
4;144.29999999999998;30000;29640;146.0526316;1500.0;7302.631579;15958800
5;96.2;36400;24440;143.2765957;1820.0;7163.829787;11999000
6;96.2;54000;31720;163.7704918;2700.0;8188.52459;15629120
7;144.29999999999998;54000;48880;159.4148936;2700.0;7970.744681;24044800
8;96.2;54000;33280;156.09375;2700.0;7804.6875;15629120
9;144.29999999999998;54000;49400;157.7368421;2700.0;7886.842105;24044800
10;144.29999999999998;88000;78520;161.7218543;4400.0;8086.092715;38984400
11;192.4;88000;102440;165.2791878;4400.0;8263.959391;50122800
12;96.2;112000;63960;168.4552846;5600.0;8422.764228;30657120
13;144.29999999999998;112000;94120;171.7127072;5600.0;8585.635359;43280640
14;144.29999999999998;112000;94120;171.7127072;5600.0;8585.635359;43280640
15;144.29999999999998;112000;94120;171.7127072;5600.0;8585.635359;43280640
16;192.4;112000;121680;177.0940171;5600.0;8854.700855;57707520
17;288.59999999999997;112000;182520;177.0940171;5600.0;8854.700855;86561280
18;288.59999999999997;136000;248560;157.9079498;6800.0;7895.39749;114706800
19;288.59999999999997;136000;253760;154.6721311;6800.0;7733.606557;115131640
20;384.8;136000;317720;164.7135843;6800.0;8235.679214;150930000
21;96.2;160000;81120;189.7435897;8000.0;9487.179487;41371200
22;240.5;160000;226200;170.1149425;8000.0;8505.747126;96532800
23;288.59999999999997;160000;278720;165.6716418;8000.0;8283.58209;115839360
24;336.7;160000;319280;168.7296417;8000.0;8436.482085;135145920
25;384.8;160000;365040;168.6609687;8000.0;8433.048433;154452480
26;384.8;160000;370240;166.2921348;8000.0;8314.606742;154452480
27;432.9;160000;410800;168.6075949;8000.0;8430.379747;171000960
28;481.0;160000;456040;168.7571266;8000.0;8437.856328;193065600
29;481.0;160000;461240;166.854566;8000.0;8342.728298;193065600
30;288.59999999999997;160000;278720;165.6716418;8000.0;8283.58209;115839360
31;96.2;176000;106600;158.8292683;8800.0;7941.463415;48655360
32;288.59999999999997;176000;312520;162.5291181;8800.0;8126.455907;145966080
33;336.7;176000;364520;162.5677603;8800.0;8128.388017;167252800
34;481.0;176000;516880;163.7826962;8800.0;8189.134809;237194880
35;144.29999999999998;200000;181480;159.025788;10000.0;7951.289398;85146880
36;192.4;200000;241800;159.1397849;10000.0;7956.989247;112515520
37;240.5;200000;298480;161.1498258;10000.0;8057.491289;139884160
38;432.9;200000;543920;159.1778203;10000.0;7958.891013;249358720
39;481.0;200000;604240;159.2082616;10000.0;7960.413081;279768320
40;481.0;200000;609440;157.8498294;10000.0;7892.491468;279768320
41;144.29999999999998;240000;193440;179.0322581;12000.0;8951.612903;91990080
42;192.4;240000;254800;181.2244898;12000.0;9061.22449;119246400
43;240.5;240000;331760;173.9811912;12000.0;8699.059561;146502720
44;288.59999999999997;240000;386360;179.2732167;12000.0;8963.660834;177166080
45;144.29999999999998;272000;251680;155.9504132;13600.0;7797.520661;117255840
46;288.59999999999997;272000;471640;166.4388093;13600.0;8321.940463;231426000
47;96.2;320000;182000;169.1428571;16000.0;8457.142857;87025120
48;144.29999999999998;320000;273520;168.8212928;16000.0;8441.064639;130537680
49;192.4;320000;364520;168.9015692;16000.0;8445.078459;174050240
50;240.5;320000;446680;172.2933644;16000.0;8614.668219;217562800
51;48.1;13000;6240;100.2083333;1820.0;14029.16667;2925000
52;96.2;13000;11960;104.5652174;1820.0;14639.13043;6435000
0;192.4;151700;127920;228.1666667;13653.0;20535.0;80244216
1;96.2;20500;15990;123.3333333;1025.0;6166.666667;7627230
2;144.29999999999998;20500;23452;126.1363636;1025.0;6306.818182;11017110
3;96.2;30750;20787;142.3076923;1537.5;7115.384615;10905180
4;144.29999999999998;30750;30381;146.0526316;1537.5;7302.631579;16357770
5;96.2;37310;25051;143.2765957;1865.5;7163.829787;12298975
6;96.2;55350;32513;163.7704918;2767.5;8188.52459;16019848
7;144.29999999999998;55350;50102;159.4148936;2767.5;7970.744681;24645920
8;96.2;55350;34112;156.09375;2767.5;7804.6875;16019848
9;144.29999999999998;55350;50635;157.7368421;2767.5;7886.842105;24645920
10;144.29999999999998;90200;80483;161.7218543;4510.0;8086.092715;39959010
11;192.4;90200;105001;165.2791878;4510.0;8263.959391;51375870
12;96.2;114800;65559;168.4552846;5740.0;8422.764228;31423548
13;144.29999999999998;114800;96473;171.7127072;5740.0;8585.635359;44362656
14;144.29999999999998;114800;96473;171.7127072;5740.0;8585.635359;44362656
15;144.29999999999998;114800;96473;171.7127072;5740.0;8585.635359;44362656
16;192.4;114800;124722;177.0940171;5740.0;8854.700855;59150208
17;288.59999999999997;114800;187083;177.0940171;5740.0;8854.700855;88725312
18;288.59999999999997;139400;254774;157.9079498;6970.0;7895.39749;117574470
19;288.59999999999997;139400;260104;154.6721311;6970.0;7733.606557;118009931
20;384.8;139400;325663;164.7135843;6970.0;8235.679214;154703250
21;96.2;164000;83148;189.7435897;8200.0;9487.179487;42405480
22;240.5;164000;231855;170.1149425;8200.0;8505.747126;98946120
23;288.59999999999997;164000;285688;165.6716418;8200.0;8283.58209;118735344
24;336.7;164000;327262;168.7296417;8200.0;8436.482085;138524568
25;384.8;164000;374166;168.6609687;8200.0;8433.048433;158313792
26;384.8;164000;379496;166.2921348;8200.0;8314.606742;158313792
27;432.9;164000;421070;168.6075949;8200.0;8430.379747;175275984
28;481.0;164000;467441;168.7571266;8200.0;8437.856328;197892240
29;481.0;164000;472771;166.854566;8200.0;8342.728298;197892240
30;288.59999999999997;164000;285688;165.6716418;8200.0;8283.58209;118735344
31;96.2;180400;109265;158.8292683;9020.0;7941.463415;49871744
32;288.59999999999997;180400;320333;162.5291181;9020.0;8126.455907;149615232
33;336.7;180400;373633;162.5677603;9020.0;8128.388017;171434120
34;481.0;180400;529802;163.7826962;9020.0;8189.134809;243124752
