;Voltage_V;Capacity_mAh;Weight_g;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Volume_mm3
35;77.7;75000;36645;159.025788;3750.0;7951.289398;17193120
36;103.60000000000001;75000;48825;159.1397849;3750.0;7956.989247;22719480
37;129.5;75000;60270;161.1498258;3750.0;8057.491289;28245840
38;233.09999999999997;75000;109830;159.1778203;3750.0;7958.891013;50351280
39;259.0;75000;122010;159.2082616;3750.0;7960.413081;56491680
40;259.0;75000;123060;157.8498294;3750.0;7892.491468;56491680
41;77.7;90000;39060;179.0322581;4500.0;8951.612903;18574920
42;103.60000000000001;90000;51450;181.2244898;4500.0;9061.22449;24078600
43;129.5;90000;66990;173.9811912;4500.0;8699.059561;29582280
44;155.4;90000;78015;179.2732167;4500.0;8963.660834;35773920
45;77.7;102000;50820;155.9504132;5100.0;7797.520661;23676660
46;155.4;102000;95235;166.4388093;5100.0;8321.940463;46730250
47;51.800000000000004;120000;36750;169.1428571;6000.0;8457.142857;17572380
48;77.7;120000;55230;168.8212928;6000.0;8441.064639;26358570
49;103.60000000000001;120000;73605;168.9015692;6000.0;8445.078459;35144760
50;129.5;120000;90195;172.2933644;6000.0;8614.668219;43930950
51;25.900000000000002;4875;1260;100.2083333;682.5;14029.16667;590625
52;51.800000000000004;4875;2415;104.5652174;682.5;14639.13043;1299375
0;103.60000000000001;59200;26880;228.1666667;5328.0;20535.0;16861824
1;51.800000000000004;8000;3360;123.3333333;400.0;6166.666667;1602720
2;77.7;8000;4928;126.1363636;400.0;6306.818182;2315040
3;51.800000000000004;12000;4368;142.3076923;600.0;7115.384615;2291520
4;77.7;12000;6384;146.0526316;600.0;7302.631579;3437280
5;51.800000000000004;14560;5264;143.2765957;728.0;7163.829787;2584400
6;51.800000000000004;21600;6832;163.7704918;1080.0;8188.52459;3366272
7;77.7;21600;10528;159.4148936;1080.0;7970.744681;5178880
8;51.800000000000004;21600;7168;156.09375;1080.0;7804.6875;3366272
9;77.7;21600;10640;157.7368421;1080.0;7886.842105;5178880
10;77.7;35200;16912;161.7218543;1760.0;8086.092715;8396640
11;103.60000000000001;35200;22064;165.2791878;1760.0;8263.959391;10795680
12;51.800000000000004;44800;13776;168.4552846;2240.0;8422.764228;6603072
13;77.7;44800;20272;171.7127072;2240.0;8585.635359;9321984
14;77.7;44800;20272;171.7127072;2240.0;8585.635359;9321984
15;77.7;44800;20272;171.7127072;2240.0;8585.635359;9321984
16;103.60000000000001;44800;26208;177.0940171;2240.0;8854.700855;12429312
17;155.4;44800;39312;177.0940171;2240.0;8854.700855;18643968
18;155.4;54400;53536;157.9079498;2720.0;7895.39749;24706080
19;155.4;54400;54656;154.6721311;2720.0;7733.606557;24797584
20;207.20000000000002;54400;68432;164.7135843;2720.0;8235.679214;32508000
21;51.800000000000004;64000;17472;189.7435897;3200.0;9487.179487;8910720
22;129.5;64000;48720;170.1149425;3200.0;8505.747126;20791680
23;155.4;64000;60032;165.6716418;3200.0;8283.58209;24950016
24;181.29999999999998;64000;68768;168.7296417;3200.0;8436.482085;29108352
25;207.20000000000002;64000;78624;168.6609687;3200.0;8433.048433;33266688
26;207.20000000000002;64000;79744;166.2921348;3200.0;8314.606742;33266688
27;233.09999999999997;64000;88480;168.6075949;3200.0;8430.379747;36830976
28;259.0;64000;98224;168.7571266;3200.0;8437.856328;41583360
29;259.0;64000;99344;166.854566;3200.0;8342.728298;41583360
30;155.4;64000;60032;165.6716418;3200.0;8283.58209;24950016
31;51.800000000000004;70400;22960;158.8292683;3520.0;7941.463415;10479616
32;155.4;70400;67312;162.5291181;3520.0;8126.455907;31438848
33;181.29999999999998;70400;78512;162.5677603;3520.0;8128.388017;36023680
34;259.0;70400;111328;163.7826962;3520.0;8189.134809;51088128
35;77.7;80000;39088;159.025788;4000.0;7951.289398;18339328
36;103.60000000000001;80000;52080;159.1397849;4000.0;7956.989247;24234112
37;129.5;80000;64288;161.1498258;4000.0;8057.491289;30128896
38;233.09999999999997;80000;117152;159.1778203;4000.0;7958.891013;53708032
39;259.0;80000;130144;159.2082616;4000.0;7960.413081;60257792
40;259.0;80000;131264;157.8498294;4000.0;7892.491468;60257792
41;77.7;96000;41664;179.0322581;4800.0;8951.612903;19813248
42;103.60000000000001;96000;54880;181.2244898;4800.0;9061.22449;25683840
43;129.5;96000;71456;173.9811912;4800.0;8699.059561;31554432
44;155.4;96000;83216;179.2732167;4800.0;8963.660834;38158848
45;77.7;108800;54208;155.9504132;5440.0;7797.520661;25255104
46;155.4;108800;101584;166.4388093;5440.0;8321.940463;49845600
47;51.800000000000004;128000;39200;169.1428571;6400.0;8457.142857;18743872
48;77.7;128000;58912;168.8212928;6400.0;8441.064639;28115808
49;103.60000000000001;128000;78512;168.9015692;6400.0;8445.078459;37487744
50;129.5;128000;96208;172.2933644;6400.0;8614.668219;46859680
51;25.900000000000002;5200;1344;100.2083333;728.0;14029.16667;630000
52;51.800000000000004;5200;2576;104.5652174;728.0;14639.13043;1386000
0;103.60000000000001;62900;28560;228.1666667;5661.0;20535.0;17915688
1;51.800000000000004;8500;3570;123.3333333;425.0;6166.666667;1702890
2;77.7;8500;5236;126.1363636;425.0;6306.818182;2459730
3;51.800000000000004;12750;4641;142.3076923;637.5;7115.384615;2434740
4;77.7;12750;6783;146.0526316;637.5;7302.631579;3652110
5;51.800000000000004;15470;5593;143.2765957;773.5;7163.829787;2745925
6;51.800000000000004;22950;7259;163.7704918;1147.5;8188.52459;3576664
7;77.7;22950;11186;159.4148936;1147.5;7970.744681;5502560
8;51.800000000000004;22950;7616;156.09375;1147.5;7804.6875;3576664
9;77.7;22950;11305;157.7368421;1147.5;7886.842105;5502560
10;77.7;37400;17969;161.7218543;1870.0;8086.092715;8921430
11;103.60000000000001;37400;23443;165.2791878;1870.0;8263.959391;11470410
12;51.800000000000004;47600;14637;168.4552846;2380.0;8422.764228;7015764
13;77.7;47600;21539;171.7127072;2380.0;8585.635359;9904608
14;77.7;47600;21539;171.7127072;2380.0;8585.635359;9904608
15;77.7;47600;21539;171.7127072;2380.0;8585.635359;9904608
16;103.60000000000001;47600;27846;177.0940171;2380.0;8854.700855;13206144
17;155.4;47600;41769;177.0940171;2380.0;8854.700855;19809216
18;155.4;57800;56882;157.9079498;2890.0;7895.39749;26250210
19;155.4;57800;58072;154.6721311;2890.0;7733.606557;26347433
20;207.20000000000002;57800;72709;164.7135843;2890.0;8235.679214;34539750
21;51.800000000000004;68000;18564;189.7435897;3400.0;9487.179487;9467640
22;129.5;68000;51765;170.1149425;3400.0;8505.747126;22091160
23;155.4;68000;63784;165.6716418;3400.0;8283.58209;26509392
24;181.29999999999998;68000;73066;168.7296417;3400.0;8436.482085;30927624
25;207.20000000000002;68000;83538;168.6609687;3400.0;8433.048433;35345856
26;207.20000000000002;68000;84728;166.2921348;3400.0;8314.606742;35345856
27;233.09999999999997;68000;94010;168.6075949;3400.0;8430.379747;39132912
28;259.0;68000;104363;168.7571266;3400.0;8437.856328;44182320
29;259.0;68000;105553;166.854566;3400.0;8342.728298;44182320
30;155.4;68000;63784;165.6716418;3400.0;8283.58209;26509392
31;51.800000000000004;74800;24395;158.8292683;3740.0;7941.463415;11134592
32;155.4;74800;71519;162.5291181;3740.0;8126.455907;33403776
33;181.29999999999998;74800;83419;162.5677603;3740.0;8128.388017;38275160
34;259.0;74800;118286;163.7826962;3740.0;8189.134809;54281136
35;77.7;85000;41531;159.025788;4250.0;7951.289398;19485536
36;103.60000000000001;85000;55335;159.1397849;4250.0;7956.989247;25748744
37;129.5;85000;68306;161.1498258;4250.0;8057.491289;32011952
38;233.09999999999997;85000;124474;159.1778203;4250.0;7958.891013;57064784
39;259.0;85000;138278;159.2082616;4250.0;7960.413081;64023904
40;259.0;85000;139468;157.8498294;4250.0;7892.491468;64023904
41;77.7;102000;44268;179.0322581;5100.0;8951.612903;21051576
42;103.60000000000001;102000;58310;181.2244898;5100.0;9061.22449;27289080
43;129.5;102000;75922;173.9811912;5100.0;8699.059561;33526584
44;155.4;102000;88417;179.2732167;5100.0;8963.660834;40543776
45;77.7;115600;57596;155.9504132;5780.0;7797.520661;26833548
46;155.4;115600;107933;166.4388093;5780.0;8321.940463;52960950
47;51.800000000000004;136000;41650;169.1428571;6800.0;8457.142857;19915364
48;77.7;136000;62594;168.8212928;6800.0;8441.064639;29873046
49;103.60000000000001;136000;83419;168.9015692;6800.0;8445.078459;39830728
50;129.5;136000;102221;172.2933644;6800.0;8614.668219;49788410
51;25.900000000000002;5525;1428;100.2083333;773.5;14029.16667;669375
52;51.800000000000004;5525;2737;104.5652174;773.5;14639.13043;1472625
0;103.60000000000001;66600;30240;228.1666667;5994.0;20535.0;18969552
1;51.800000000000004;9000;3780;123.3333333;450.0;6166.666667;1803060
2;77.7;9000;5544;126.1363636;450.0;6306.818182;2604420
3;51.800000000000004;13500;4914;142.3076923;675.0;7115.384615;2577960
4;77.7;13500;7182;146.0526316;675.0;7302.631579;3866940
5;51.800000000000004;16380;5922;143.2765957;819.0;7163.829787;2907450
6;51.800000000000004;24300;7686;163.7704918;1215.0;8188.52459;3787056
7;77.7;24300;11844;159.4148936;1215.0;7970.744681;5826240
8;51.800000000000004;24300;8064;156.09375;1215.0;7804.6875;3787056
9;77.7;24300;11970;157.7368421;1215.0;7886.842105;5826240
10;77.7;39600;19026;161.7218543;1980.0;8086.092715;9446220
11;103.60000000000001;39600;24822;165.2791878;1980.0;8263.959391;12145140
12;51.800000000000004;50400;15498;168.4552846;2520.0;8422.764228;7428456
13;77.7;50400;22806;171.7127072;2520.0;8585.635359;10487232
14;77.7;50400;22806;171.7127072;2520.0;8585.635359;10487232
15;77.7;50400;22806;171.7127072;2520.0;8585.635359;10487232
16;103.60000000000001;50400;29484;177.0940171;2520.0;8854.700855;13982976
17;155.4;50400;44226;177.0940171;2520.0;8854.700855;20974464
18;155.4;61200;60228;157.9079498;3060.0;7895.39749;27794340
19;155.4;61200;61488;154.6721311;3060.0;7733.606557;27897282
20;207.20000000000002;61200;76986;164.7135843;3060.0;8235.679214;36571500
21;51.800000000000004;72000;19656;189.7435897;3600.0;9487.179487;10024560
22;129.5;72000;54810;170.1149425;3600.0;8505.747126;23390640
23;155.4;72000;67536;165.6716418;3600.0;8283.58209;28068768
24;181.29999999999998;72000;77364;168.7296417;3600.0;8436.482085;32746896
25;207.20000000000002;72000;88452;168.6609687;3600.0;8433.048433;37425024
26;207.20000000000002;72000;89712;166.2921348;3600.0;8314.606742;37425024
27;233.09999999999997;72000;99540;168.6075949;3600.0;8430.379747;41434848
28;259.0;72000;110502;168.7571266;3600.0;8437.856328;46781280
29;259.0;72000;111762;166.854566;3600.0;8342.728298;46781280
30;155.4;72000;67536;165.6716418;3600.0;8283.58209;28068768
31;51.800000000000004;79200;25830;158.8292683;3960.0;7941.463415;11789568
32;155.4;79200;75726;162.5291181;3960.0;8126.455907;35368704
33;181.29999999999998;79200;88326;162.5677603;3960.0;8128.388017;40526640
34;259.0;79200;125244;163.7826962;3960.0;8189.134809;57474144
35;77.7;90000;43974;159.025788;4500.0;7951.289398;20631744
36;103.60000000000001;90000;58590;159.1397849;4500.0;7956.989247;27263376
37;129.5;90000;72324;161.1498258;4500.0;8057.491289;33895008
38;233.09999999999997;90000;131796;159.1778203;4500.0;7958.891013;60421536
39;259.0;90000;146412;159.2082616;4500.0;7960.413081;67790016
40;259.0;90000;147672;157.8498294;4500.0;7892.491468;67790016
41;77.7;108000;46872;179.0322581;5400.0;8951.612903;22289904
42;103.60000000000001;108000;61740;181.2244898;5400.0;9061.22449;28894320
43;129.5;108000;80388;173.9811912;5400.0;8699.059561;35498736
44;155.4;108000;93618;179.2732167;5400.0;8963.660834;42928704
45;77.7;122400;60984;155.9504132;6120.0;7797.520661;28411992
46;155.4;122400;114282;166.4388093;6120.0;8321.940463;56076300
47;51.800000000000004;144000;44100;169.1428571;7200.0;8457.142857;21086856
48;77.7;144000;66276;168.8212928;7200.0;8441.064639;31630284
49;103.60000000000001;144000;88326;168.9015692;7200.0;8445.078459;42173712
50;129.5;144000;108234;172.2933644;7200.0;8614.668219;52717140
51;25.900000000000002;5850;1512;100.2083333;819.0;14029.16667;708750
52;51.800000000000004;5850;2898;104.5652174;819.0;14639.13043;1559250
0;103.60000000000001;70300;31920;228.1666667;6327.0;20535.0;20023416
1;51.800000000000004;9500;3990;123.3333333;475.0;6166.666667;1903230
2;77.7;9500;5852;126.1363636;475.0;6306.818182;2749110
3;51.800000000000004;14250;5187;142.3076923;712.5;7115.384615;2721180
4;77.7;14250;7581;146.0526316;712.5;7302.631579;4081770
5;51.800000000000004;17290;6251;143.2765957;864.5;7163.829787;3068975
6;51.800000000000004;25650;8113;163.7704918;1282.5;8188.52459;3997448
7;77.7;25650;12502;159.4148936;1282.5;7970.744681;6149920
8;51.800000000000004;25650;8512;156.09375;1282.5;7804.6875;3997448
9;77.7;25650;12635;157.7368421;1282.5;7886.842105;6149920
10;77.7;41800;20083;161.7218543;2090.0;8086.092715;9971010
11;103.60000000000001;41800;26201;165.2791878;2090.0;8263.959391;12819870
12;51.800000000000004;53200;16359;168.4552846;2660.0;8422.764228;7841148
13;77.7;53200;24073;171.7127072;2660.0;8585.635359;11069856
14;77.7;53200;24073;171.7127072;2660.0;8585.635359;11069856
15;77.7;53200;24073;171.7127072;2660.0;8585.635359;11069856
16;103.60000000000001;53200;31122;177.0940171;2660.0;8854.700855;14759808
17;155.4;53200;46683;177.0940171;2660.0;8854.700855;22139712
18;155.4;64600;63574;157.9079498;3230.0;7895.39749;29338470
19;155.4;64600;64904;154.6721311;3230.0;7733.606557;29447131
20;207.20000000000002;64600;81263;164.7135843;3230.0;8235.679214;38603250
21;51.800000000000004;76000;20748;189.7435897;3800.0;9487.179487;10581480
22;129.5;76000;57855;170.1149425;3800.0;8505.747126;24690120
23;155.4;76000;71288;165.6716418;3800.0;8283.58209;29628144
24;181.29999999999998;76000;81662;168.7296417;3800.0;8436.482085;34566168
25;207.20000000000002;76000;93366;168.6609687;3800.0;8433.048433;39504192
26;207.20000000000002;76000;94696;166.2921348;3800.0;8314.606742;39504192
27;233.09999999999997;76000;105070;168.6075949;3800.0;8430.379747;43736784
28;259.0;76000;116641;168.7571266;3800.0;8437.856328;49380240
29;259.0;76000;117971;166.854566;3800.0;8342.728298;49380240
30;155.4;76000;71288;165.6716418;3800.0;8283.58209;29628144
31;51.800000000000004;83600;27265;158.8292683;4180.0;7941.463415;12444544
32;155.4;83600;79933;162.5291181;4180.0;8126.455907;37333632
33;181.29999999999998;83600;93233;162.5677603;4180.0;8128.388017;42778120
34;259.0;83600;132202;163.7826962;4180.0;8189.134809;60667152
35;77.7;95000;46417;159.025788;4750.0;7951.289398;21777952
36;103.60000000000001;95000;61845;159.1397849;4750.0;7956.989247;28778008
37;129.5;95000;76342;161.1498258;4750.0;8057.491289;35778064
38;233.09999999999997;95000;139118;159.1778203;4750.0;7958.891013;63778288
39;259.0;95000;154546;159.2082616;4750.0;7960.413081;71556128
40;259.0;95000;155876;157.8498294;4750.0;7892.491468;71556128
41;77.7;114000;49476;179.0322581;5700.0;8951.612903;23528232
42;103.60000000000001;114000;65170;181.2244898;5700.0;9061.22449;30499560
43;129.5;114000;84854;173.9811912;5700.0;8699.059561;37470888
44;155.4;114000;98819;179.2732167;5700.0;8963.660834;45313632
45;77.7;129200;64372;155.9504132;6460.0;7797.520661;29990436
46;155.4;129200;120631;166.4388093;6460.0;8321.940463;59191650
47;51.800000000000004;152000;46550;169.1428571;7600.0;8457.142857;22258348
48;77.7;152000;69958;168.8212928;7600.0;8441.064639;33387522
49;103.60000000000001;152000;93233;168.9015692;7600.0;8445.078459;44516696
50;129.5;152000;114247;172.2933644;7600.0;8614.668219;55645870
51;25.900000000000002;6175;1596;100.2083333;864.5;14029.16667;748125
52;51.800000000000004;6175;3059;104.5652174;864.5;14639.13043;1645875
0;103.60000000000001;74000;33600;228.1666667;6660.0;20535.0;21077280
1;51.800000000000004;10000;4200;123.3333333;500.0;6166.666667;2003400
2;77.7;10000;6160;126.1363636;500.0;6306.818182;2893800
3;51.800000000000004;15000;5460;142.3076923;750.0;7115.384615;2864400
4;77.7;15000;7980;146.0526316;750.0;7302.631579;4296600
5;51.800000000000004;18200;6580;143.2765957;910.0;7163.829787;3230500
6;51.800000000000004;27000;8540;163.7704918;1350.0;8188.52459;4207840
7;77.7;27000;13160;159.4148936;1350.0;7970.744681;6473600
8;51.800000000000004;27000;8960;156.09375;1350.0;7804.6875;4207840
9;77.7;27000;13300;157.7368421;1350.0;7886.842105;6473600
10;77.7;44000;21140;161.7218543;2200.0;8086.092715;10495800
11;103.60000000000001;44000;27580;165.2791878;2200.0;8263.959391;13494600
12;51.800000000000004;56000;17220;168.4552846;2800.0;8422.764228;8253840
13;77.7;56000;25340;171.7127072;2800.0;8585.635359;11652480
14;77.7;56000;25340;171.7127072;2800.0;8585.635359;11652480
15;77.7;56000;25340;171.7127072;2800.0;8585.635359;11652480
16;103.60000000000001;56000;32760;177.0940171;2800.0;8854.700855;15536640
17;155.4;56000;49140;177.0940171;2800.0;8854.700855;23304960
18;155.4;68000;66920;157.9079498;3400.0;7895.39749;30882600
19;155.4;68000;68320;154.6721311;3400.0;7733.606557;30996980
20;207.20000000000002;68000;85540;164.7135843;3400.0;8235.679214;40635000
21;51.800000000000004;80000;21840;189.7435897;4000.0;9487.179487;11138400
22;129.5;80000;60900;170.1149425;4000.0;8505.747126;25989600
23;155.4;80000;75040;165.6716418;4000.0;8283.58209;31187520
24;181.29999999999998;80000;85960;168.7296417;4000.0;8436.482085;36385440
25;207.20000000000002;80000;98280;168.6609687;4000.0;8433.048433;41583360
26;207.20000000000002;80000;99680;166.2921348;4000.0;8314.606742;41583360
27;233.09999999999997;80000;110600;168.6075949;4000.0;8430.379747;46038720
28;259.0;80000;122780;168.7571266;4000.0;8437.856328;51979200
29;259.0;80000;124180;166.854566;4000.0;8342.728298;51979200
30;155.4;80000;75040;165.6716418;4000.0;8283.58209;31187520
31;51.800000000000004;88000;28700;158.8292683;4400.0;7941.463415;13099520
32;155.4;88000;84140;162.5291181;4400.0;8126.455907;39298560
33;181.29999999999998;88000;98140;162.5677603;4400.0;8128.388017;45029600
34;259.0;88000;139160;163.7826962;4400.0;8189.134809;63860160
35;77.7;100000;48860;159.025788;5000.0;7951.289398;22924160
36;103.60000000000001;100000;65100;159.1397849;5000.0;7956.989247;30292640
37;129.5;100000;80360;161.1498258;5000.0;8057.491289;37661120
38;233.09999999999997;100000;146440;159.1778203;5000.0;7958.891013;67135040
39;259.0;100000;162680;159.2082616;5000.0;7960.413081;75322240
40;259.0;100000;164080;157.8498294;5000.0;7892.491468;75322240
41;77.7;120000;52080;179.0322581;6000.0;8951.612903;24766560
42;103.60000000000001;120000;68600;181.2244898;6000.0;9061.22449;32104800
43;129.5;120000;89320;173.9811912;6000.0;8699.059561;39443040
44;155.4;120000;104020;179.2732167;6000.0;8963.660834;47698560
45;77.7;136000;67760;155.9504132;6800.0;7797.520661;31568880
46;155.4;136000;126980;166.4388093;6800.0;8321.940463;62307000
47;51.800000000000004;160000;49000;169.1428571;8000.0;8457.142857;23429840
48;77.7;160000;73640;168.8212928;8000.0;8441.064639;35144760
49;103.60000000000001;160000;98140;168.9015692;8000.0;8445.078459;46859680
50;129.5;160000;120260;172.2933644;8000.0;8614.668219;58574600
51;25.900000000000002;6500;1680;100.2083333;910.0;14029.16667;787500
52;51.800000000000004;6500;3220;104.5652174;910.0;14639.13043;1732500
0;103.60000000000001;77700;35280;228.1666667;6993.0;20535.0;22131144
1;51.800000000000004;10500;4410;123.3333333;525.0;6166.666667;2103570
2;77.7;10500;6468;126.1363636;525.0;6306.818182;3038490
3;51.800000000000004;15750;5733;142.3076923;787.5;7115.384615;3007620
4;77.7;15750;8379;146.0526316;787.5;7302.631579;4511430
5;51.800000000000004;19110;6909;143.2765957;955.5;7163.829787;3392025
6;51.800000000000004;28350;8967;163.7704918;1417.5;8188.52459;4418232
7;77.7;28350;13818;159.4148936;1417.5;7970.744681;6797280
8;51.800000000000004;28350;9408;156.09375;1417.5;7804.6875;4418232
9;77.7;28350;13965;157.7368421;1417.5;7886.842105;6797280
10;77.7;46200;22197;161.7218543;2310.0;8086.092715;11020590
11;103.60000000000001;46200;28959;165.2791878;2310.0;8263.959391;14169330
12;51.800000000000004;58800;18081;168.4552846;2940.0;8422.764228;8666532
13;77.7;58800;26607;171.7127072;2940.0;8585.635359;12235104
14;77.7;58800;26607;171.7127072;2940.0;8585.635359;12235104
15;77.7;58800;26607;171.7127072;2940.0;8585.635359;12235104
16;103.60000000000001;58800;34398;177.0940171;2940.0;8854.700855;16313472
17;155.4;58800;51597;177.0940171;2940.0;8854.700855;24470208
18;155.4;71400;70266;157.9079498;3570.0;7895.39749;32426730
19;155.4;71400;71736;154.6721311;3570.0;7733.606557;32546829
20;207.20000000000002;71400;89817;164.7135843;3570.0;8235.679214;42666750
21;51.800000000000004;84000;22932;189.7435897;4200.0;9487.179487;11695320
22;129.5;84000;63945;170.1149425;4200.0;8505.747126;27289080
23;155.4;84000;78792;165.6716418;4200.0;8283.58209;32746896
24;181.29999999999998;84000;90258;168.7296417;4200.0;8436.482085;38204712
25;207.20000000000002;84000;103194;168.6609687;4200.0;8433.048433;43662528
26;207.20000000000002;84000;104664;166.2921348;4200.0;8314.606742;43662528
27;233.09999999999997;84000;116130;168.6075949;4200.0;8430.379747;48340656
28;259.0;84000;128919;168.7571266;4200.0;8437.856328;54578160
29;259.0;84000;130389;166.854566;4200.0;8342.728298;54578160
30;155.4;84000;78792;165.6716418;4200.0;8283.58209;32746896
31;51.800000000000004;92400;30135;158.8292683;4620.0;7941.463415;13754496
32;155.4;92400;88347;162.5291181;4620.0;8126.455907;41263488
33;181.29999999999998;92400;103047;162.5677603;4620.0;8128.388017;47281080
34;259.0;92400;146118;163.7826962;4620.0;8189.134809;67053168
35;77.7;105000;51303;159.025788;5250.0;7951.289398;24070368
36;103.60000000000001;105000;68355;159.1397849;5250.0;7956.989247;31807272
37;129.5;105000;84378;161.1498258;5250.0;8057.491289;39544176
38;233.09999999999997;105000;153762;159.1778203;5250.0;7958.891013;70491792
39;259.0;105000;170814;159.2082616;5250.0;7960.413081;79088352
40;259.0;105000;172284;157.8498294;5250.0;7892.491468;79088352
41;77.7;126000;54684;179.0322581;6300.0;8951.612903;26004888
42;103.60000000000001;126000;72030;181.2244898;6300.0;9061.22449;33710040
43;129.5;126000;93786;173.9811912;6300.0;8699.059561;41415192
44;155.4;126000;109221;179.2732167;6300.0;8963.660834;50083488
45;77.7;142800;71148;155.9504132;7140.0;7797.520661;33147324
46;155.4;142800;133329;166.4388093;7140.0;8321.940463;65422350
47;51.800000000000004;168000;51450;169.1428571;8400.0;8457.142857;24601332
48;77.7;168000;77322;168.8212928;8400.0;8441.064639;36901998
49;103.60000000000001;168000;103047;168.9015692;8400.0;8445.078459;49202664
50;129.5;168000;126273;172.2933644;8400.0;8614.668219;61503330
51;25.900000000000002;6825;1764;100.2083333;955.5;14029.16667;826875
52;51.800000000000004;6825;3381;104.5652174;955.5;14639.13043;1819125
0;103.60000000000001;81400;36960;228.1666667;7326.0;20535.0;23185008
1;51.800000000000004;11000;4620;123.3333333;550.0;6166.666667;2203740
2;77.7;11000;6776;126.1363636;550.0;6306.818182;3183180
3;51.800000000000004;16500;6006;142.3076923;825.0;7115.384615;3150840
4;77.7;16500;8778;146.0526316;825.0;7302.631579;4726260
5;51.800000000000004;20020;7238;143.2765957;1001.0;7163.829787;3553550
6;51.800000000000004;29700;9394;163.7704918;1485.0;8188.52459;4628624
7;77.7;29700;14476;159.4148936;1485.0;7970.744681;7120960
8;51.800000000000004;29700;9856;156.09375;1485.0;7804.6875;4628624
9;77.7;29700;14630;157.7368421;1485.0;7886.842105;7120960
10;77.7;48400;23254;161.7218543;2420.0;8086.092715;11545380
11;103.60000000000001;48400;30338;165.2791878;2420.0;8263.959391;14844060
12;51.800000000000004;61600;18942;168.4552846;3080.0;8422.764228;9079224
13;77.7;61600;27874;171.7127072;3080.0;8585.635359;12817728
14;77.7;61600;27874;171.7127072;3080.0;8585.635359;12817728
15;77.7;61600;27874;171.7127072;3080.0;8585.635359;12817728
16;103.60000000000001;61600;36036;177.0940171;3080.0;8854.700855;17090304
17;155.4;61600;54054;177.0940171;3080.0;8854.700855;25635456
18;155.4;74800;73612;157.9079498;3740.0;7895.39749;33970860
19;155.4;74800;75152;154.6721311;3740.0;7733.606557;34096678
20;207.20000000000002;74800;94094;164.7135843;3740.0;8235.679214;44698500
21;51.800000000000004;88000;24024;189.7435897;4400.0;9487.179487;12252240
22;129.5;88000;66990;170.1149425;4400.0;8505.747126;28588560
23;155.4;88000;82544;165.6716418;4400.0;8283.58209;34306272
24;181.29999999999998;88000;94556;168.7296417;4400.0;8436.482085;40023984
25;207.20000000000002;88000;108108;168.6609687;4400.0;8433.048433;45741696
26;207.20000000000002;88000;109648;166.2921348;4400.0;8314.606742;45741696
27;233.09999999999997;88000;121660;168.6075949;4400.0;8430.379747;50642592
28;259.0;88000;135058;168.7571266;4400.0;8437.856328;57177120
29;259.0;88000;136598;166.854566;4400.0;8342.728298;57177120
30;155.4;88000;82544;165.6716418;4400.0;8283.58209;34306272
31;51.800000000000004;96800;31570;158.8292683;4840.0;7941.463415;14409472
32;155.4;96800;92554;162.5291181;4840.0;8126.455907;43228416
33;181.29999999999998;96800;107954;162.5677603;4840.0;8128.388017;49532560
34;259.0;96800;153076;163.7826962;4840.0;8189.134809;70246176
35;77.7;110000;53746;159.025788;5500.0;7951.289398;25216576
36;103.60000000000001;110000;71610;159.1397849;5500.0;7956.989247;33321904
37;129.5;110000;88396;161.1498258;5500.0;8057.491289;41427232
38;233.09999999999997;110000;161084;159.1778203;5500.0;7958.891013;73848544
39;259.0;110000;178948;159.2082616;5500.0;7960.413081;82854464
40;259.0;110000;180488;157.8498294;5500.0;7892.491468;82854464
41;77.7;132000;57288;179.0322581;6600.0;8951.612903;27243216
42;103.60000000000001;132000;75460;181.2244898;6600.0;9061.22449;35315280
43;129.5;132000;98252;173.9811912;6600.0;8699.059561;43387344
44;155.4;132000;114422;179.2732167;6600.0;8963.660834;52468416
45;77.7;149600;74536;155.9504132;7480.0;7797.520661;34725768
46;155.4;149600;139678;166.4388093;7480.0;8321.940463;68537700
47;51.800000000000004;176000;53900;169.1428571;8800.0;8457.142857;25772824
48;77.7;176000;81004;168.8212928;8800.0;8441.064639;38659236
49;103.60000000000001;176000;107954;168.9015692;8800.0;8445.078459;51545648
50;129.5;176000;132286;172.2933644;8800.0;8614.668219;64432060
51;25.900000000000002;7150;1848;100.2083333;1001.0;14029.16667;866250
52;51.800000000000004;7150;3542;104.5652174;1001.0;14639.13043;1905750
0;103.60000000000001;85100;38640;228.1666667;7659.0;20535.0;24238872
1;51.800000000000004;11500;4830;123.3333333;575.0;6166.666667;2303910
2;77.7;11500;7084;126.1363636;575.0;6306.818182;3327870
3;51.800000000000004;17250;6279;142.3076923;862.5;7115.384615;3294060
4;77.7;17250;9177;146.0526316;862.5;7302.631579;4941090
5;51.800000000000004;20930;7567;143.2765957;1046.5;7163.829787;3715075
6;51.800000000000004;31050;9821;163.7704918;1552.5;8188.52459;4839016
7;77.7;31050;15134;159.4148936;1552.5;7970.744681;7444640
8;51.800000000000004;31050;10304;156.09375;1552.5;7804.6875;4839016
9;77.7;31050;15295;157.7368421;1552.5;7886.842105;7444640
10;77.7;50600;24311;161.7218543;2530.0;8086.092715;12070170
11;103.60000000000001;50600;31717;165.2791878;2530.0;8263.959391;15518790
12;51.800000000000004;64400;19803;168.4552846;3220.0;8422.764228;9491916
13;77.7;64400;29141;171.7127072;3220.0;8585.635359;13400352
